Title,Id,Tags,Score,Body
"How do I parse command line arguments in Bash?","192249","<bash><command-line><scripting><arguments><getopts>","2062","<h1>Method #1: Using bash without getopt[s]</h1>

<p>Two common ways to pass key-value-pair arguments are:</p>

<h2>Bash Space-Separated (e.g., <code>--option argument</code>) (without getopt[s])</h2>

<p>Usage <code>demo-space-separated.sh -e conf -s /etc -l /usr/lib /etc/hosts</code></p>



<pre class=""lang-sh prettyprint-override""><code>cat &gt;/tmp/demo-space-separated.sh &lt;&lt;'EOF'
#!/bin/bash

POSITIONAL=()
while [[ $# -gt 0 ]]
do
key=""$1""

case $key in
    -e|--extension)
    EXTENSION=""$2""
    shift # past argument
    shift # past value
    ;;
    -s|--searchpath)
    SEARCHPATH=""$2""
    shift # past argument
    shift # past value
    ;;
    -l|--lib)
    LIBPATH=""$2""
    shift # past argument
    shift # past value
    ;;
    --default)
    DEFAULT=YES
    shift # past argument
    ;;
    *)    # unknown option
    POSITIONAL+=(""$1"") # save it in an array for later
    shift # past argument
    ;;
esac
done
set -- ""${POSITIONAL[@]}"" # restore positional parameters

echo ""FILE EXTENSION  = ${EXTENSION}""
echo ""SEARCH PATH     = ${SEARCHPATH}""
echo ""LIBRARY PATH    = ${LIBPATH}""
echo ""DEFAULT         = ${DEFAULT}""
echo ""Number files in SEARCH PATH with EXTENSION:"" $(ls -1 ""${SEARCHPATH}""/*.""${EXTENSION}"" | wc -l)
if [[ -n $1 ]]; then
    echo ""Last line of file specified as non-opt/last argument:""
    tail -1 ""$1""
fi
EOF

chmod +x /tmp/demo-space-separated.sh

/tmp/demo-space-separated.sh -e conf -s /etc -l /usr/lib /etc/hosts
</code></pre>

<p>output from copy-pasting the block above:</p>

<pre class=""lang-sh prettyprint-override""><code>FILE EXTENSION  = conf
SEARCH PATH     = /etc
LIBRARY PATH    = /usr/lib
DEFAULT         =
Number files in SEARCH PATH with EXTENSION: 14
Last line of file specified as non-opt/last argument:
#93.184.216.34    example.com
</code></pre>

<h2>Bash Equals-Separated (e.g., <code>--option=argument</code>) (without getopt[s])</h2>

<p>Usage <code>demo-equals-separated.sh -e=conf -s=/etc -l=/usr/lib /etc/hosts</code></p>

<pre class=""lang-sh prettyprint-override""><code>cat &gt;/tmp/demo-equals-separated.sh &lt;&lt;'EOF'
#!/bin/bash

for i in ""$@""
do
case $i in
    -e=*|--extension=*)
    EXTENSION=""${i#*=}""
    shift # past argument=value
    ;;
    -s=*|--searchpath=*)
    SEARCHPATH=""${i#*=}""
    shift # past argument=value
    ;;
    -l=*|--lib=*)
    LIBPATH=""${i#*=}""
    shift # past argument=value
    ;;
    --default)
    DEFAULT=YES
    shift # past argument with no value
    ;;
    *)
          # unknown option
    ;;
esac
done
echo ""FILE EXTENSION  = ${EXTENSION}""
echo ""SEARCH PATH     = ${SEARCHPATH}""
echo ""LIBRARY PATH    = ${LIBPATH}""
echo ""DEFAULT         = ${DEFAULT}""
echo ""Number files in SEARCH PATH with EXTENSION:"" $(ls -1 ""${SEARCHPATH}""/*.""${EXTENSION}"" | wc -l)
if [[ -n $1 ]]; then
    echo ""Last line of file specified as non-opt/last argument:""
    tail -1 $1
fi
EOF

chmod +x /tmp/demo-equals-separated.sh

/tmp/demo-equals-separated.sh -e=conf -s=/etc -l=/usr/lib /etc/hosts
</code></pre>

<p>output from copy-pasting the block above:</p>

<pre class=""lang-sh prettyprint-override""><code>FILE EXTENSION  = conf
SEARCH PATH     = /etc
LIBRARY PATH    = /usr/lib
DEFAULT         =
Number files in SEARCH PATH with EXTENSION: 14
Last line of file specified as non-opt/last argument:
#93.184.216.34    example.com
</code></pre>

<p>To better understand <code>${i#*=}</code> search for ""Substring Removal"" in <a href=""http://tldp.org/LDP/abs/html/string-manipulation.html"" rel=""noreferrer"">this guide</a>. It is functionally equivalent to <code>`sed 's/[^=]*=//' &lt;&lt;&lt; ""$i""`</code> which calls a needless subprocess or <code>`echo ""$i"" | sed 's/[^=]*=//'`</code> which calls <em>two</em> needless subprocesses. </p>

<h1>Method #2: Using bash with getopt[s]</h1>

<p>from: <a href=""http://mywiki.wooledge.org/BashFAQ/035#getopts"" rel=""noreferrer"">http://mywiki.wooledge.org/BashFAQ/035#getopts</a></p>

<p><strong>getopt(1) limitations</strong> (older, relatively-recent <code>getopt</code> versions): </p>

<ul>
<li>can't handle arguments that are empty strings</li>
<li>can't handle arguments with embedded whitespace</li>
</ul>

<p>More recent <code>getopt</code> versions don't have these limitations.</p>

<p>Additionally, the POSIX shell (and others) offer <code>getopts</code> which doesn't have these limitations. I've included a simplistic <code>getopts</code> example.</p>

<p>Usage <code>demo-getopts.sh -vf /etc/hosts foo bar</code></p>

<pre class=""lang-sh prettyprint-override""><code>cat &gt;/tmp/demo-getopts.sh &lt;&lt;'EOF'
#!/bin/sh

# A POSIX variable
OPTIND=1         # Reset in case getopts has been used previously in the shell.

# Initialize our own variables:
output_file=""""
verbose=0

while getopts ""h?vf:"" opt; do
    case ""$opt"" in
    h|\?)
        show_help
        exit 0
        ;;
    v)  verbose=1
        ;;
    f)  output_file=$OPTARG
        ;;
    esac
done

shift $((OPTIND-1))

[ ""${1:-}"" = ""--"" ] &amp;&amp; shift

echo ""verbose=$verbose, output_file='$output_file', Leftovers: $@""
EOF

chmod +x /tmp/demo-getopts.sh

/tmp/demo-getopts.sh -vf /etc/hosts foo bar
</code></pre>

<p>output from copy-pasting the block above:</p>

<pre class=""lang-sh prettyprint-override""><code>verbose=1, output_file='/etc/hosts', Leftovers: foo bar
</code></pre>

<p>The advantages of <code>getopts</code> are:</p>

<ol>
<li>It's more portable, and will work in other shells like <code>dash</code>.  </li>
<li>It can handle multiple single options like <code>-vf filename</code> in the typical Unix way, automatically.</li>
</ol>

<p>The disadvantage of <code>getopts</code> is that it can only handle short options (<code>-h</code>, not <code>--help</code>) without additional code.</p>

<p>There is a <a href=""http://wiki.bash-hackers.org/howto/getopts_tutorial"" rel=""noreferrer"">getopts tutorial</a> which explains what all of the syntax and variables mean.  In bash, there is also <code>help getopts</code>, which might be informative.</p>
"
"How do I set a variable to the output of a command in Bash?","4651437","<bash><shell><command-line>","1831","<p>In addition to backticks <code>`command`</code>, <a href=""http://www.gnu.org/software/bash/manual/bashref.html#Command-Substitution"" rel=""noreferrer"">command substitution</a> can be done with <code>$(command)</code> or <code>""$(command)""</code>, which I find easier to read, and allows for nesting.</p>

<pre><code>OUTPUT=$(ls -1)
echo ""${OUTPUT}""

MULTILINE=$(ls \
   -1)
echo ""${MULTILINE}""
</code></pre>

<p>Quoting (<code>""</code>) does matter to preserve <strong>multi-line variable values</strong>; it is optional on the right-hand side of an assignment, as <a href=""https://www.gnu.org/savannah-checkouts/gnu/bash/manual/bash.html#Shell-Parameters"" rel=""noreferrer"">word splitting is not performed</a>, so <code>OUTPUT=$(ls -1)</code> would work fine.</p>
"
"How to reload .bashrc settings without logging out and back in again?","2518127","<bash><shell><terminal><reload><profile>","1762","<p>You can enter the long form command:</p>
<pre><code>source ~/.bashrc
</code></pre>
<p>or you can use the shorter version of the command:</p>
<pre><code>. ~/.bashrc
</code></pre>
"
"How do I iterate over a range of numbers defined by variables in Bash?","169511","<bash><shell><for-loop><syntax>","1732","<pre><code>for i in $(seq 1 $END); do echo $i; done</code></pre>

<p>edit: I prefer <code>seq</code> over the other methods because I can actually remember it ;)</p>
"
"How to check if a variable is set in Bash?","3601515","<bash><shell><variables>","1726","<h2>(Usually) The right way</h2>

<pre><code>if [ -z ${var+x} ]; then echo ""var is unset""; else echo ""var is set to '$var'""; fi
</code></pre>

<p>where <code>${var+x}</code> is a <a href=""http://pubs.opengroup.org/onlinepubs/9699919799/utilities/V3_chap02.html#tag_18_06_02"" rel=""noreferrer"">parameter expansion</a> which evaluates to nothing if <code>var</code> is unset, and substitutes the string <code>x</code> otherwise.</p>

<h3>Quotes Digression</h3>

<p>Quotes can be omitted (so we can say <code>${var+x}</code> instead of <code>""${var+x}""</code>) because this syntax &amp; usage guarantees this will only expand to something that does not require quotes (since it either expands to <code>x</code> (which contains no word breaks so it needs no quotes), or to nothing (which results in <code>[ -z  ]</code>, which conveniently evaluates to the same value (true) that <code>[ -z """" ]</code> does as well)).</p>

<p>However, while quotes can be safely omitted, and it was not immediately obvious to all (it wasn't even apparent to <a href=""https://stackoverflow.com/users/2255628/destiny-architect"">the first author of this quotes explanation</a> who is also a major Bash coder), it would sometimes be better to write the solution with quotes as <code>[ -z ""${var+x}"" ]</code>, at the very small possible cost of an O(1) speed penalty.  The first author also added this as a comment next to the code using this solution giving the URL to this answer, which now also includes the explanation for why the quotes can be safely omitted.</p>

<h2>(Often) The wrong way</h2>

<pre><code>if [ -z ""$var"" ]; then echo ""var is blank""; else echo ""var is set to '$var'""; fi
</code></pre>

<p>This is often wrong because it doesn't distinguish between a variable that is unset and a variable that is set to the empty string. That is to say, if <code>var=''</code>, then the above solution will output ""var is blank"". </p>

<p>The distinction between unset and ""set to the empty string"" is essential in situations where the user has to specify an extension, or additional list of properties, and that not specifying them defaults to a non-empty value, whereas specifying the empty string should make the script use an empty extension or list of additional properties.</p>

<p>The distinction may not be essential in every scenario though. In those cases  <code>[ -z ""$var"" ]</code> will be just fine. </p>

<p></p>
"
"How can I count all the lines of code in a directory recursively?","1358540","<bash><shell>","1701","<p><strong>Try:</strong></p>
<pre><code>find . -name '*.php' | xargs wc -l
</code></pre>
<p><strong><a href=""http://www.dwheeler.com/sloccount/"" rel=""noreferrer"">The SLOCCount tool</a></strong> may help as well.</p>
<p>It will give an accurate source lines of code count for whatever
hierarchy you point it at, as well as some additional stats.</p>
<p><strong>Sorted output:</strong></p>
<p><code>find . -name '*.php' | xargs wc -l | sort -nr</code></p>
"
"Loop through an array of strings in Bash?","8880603","<arrays><bash><shell>","1630","<p>You can use it like this:</p>

<pre><code>## declare an array variable
declare -a arr=(""element1"" ""element2"" ""element3"")

## now loop through the above array
for i in ""${arr[@]}""
do
   echo ""$i""
   # or do whatever with individual element of the array
done

# You can access them using echo ""${arr[0]}"", ""${arr[1]}"" also
</code></pre>

<p>Also works for multi-line array declaration</p>

<pre><code>declare -a arr=(""element1"" 
                ""element2"" ""element3""
                ""element4""
                )
</code></pre>
"
"How to redirect and append both stdout and stderr to a file with Bash?","876239","<bash><append><stdout><io-redirection><stderr>","1607","<pre><code>cmd &gt;&gt;file.txt 2&gt;&amp;1
</code></pre>

<p>Bash executes the redirects from left to right as follows:</p>

<ol>
<li><code>&gt;&gt;file.txt</code>: Open <code>file.txt</code> in append mode and redirect <code>stdout</code> there.</li>
<li><code>2&gt;&amp;1</code>: Redirect <code>stderr</code> to <em>""where <code>stdout</code> is currently going""</em>. In this case, that is a file opened in append mode. In other words, the <code>&amp;1</code> reuses the file descriptor which <code>stdout</code> currently uses.</li>
</ol>
"
"How do I prompt for Yes/No/Cancel input in a Linux shell script?","226703","<linux><bash><shell><scripting>","1523","<p>The simplest and most widely available method to get user input at a shell prompt is the <a href=""https://www.gnu.org/software/bash/manual/bashref.html#index-read"" rel=""noreferrer""><code>read</code></a> command. The best way to illustrate its use is a simple demonstration:</p>

<pre><code>while true; do
    read -p ""Do you wish to install this program?"" yn
    case $yn in
        [Yy]* ) make install; break;;
        [Nn]* ) exit;;
        * ) echo ""Please answer yes or no."";;
    esac
done
</code></pre>

<p>Another method, <a href=""https://stackoverflow.com/a/226946/9084"">pointed out</a> by <a href=""https://stackoverflow.com/users/28604/steven-huwig"">Steven Huwig</a>, is Bash's <a href=""https://www.gnu.org/software/bash/manual/bashref.html#index-select"" rel=""noreferrer""><code>select</code></a> command. Here is the same example using <code>select</code>:</p>

<pre><code>echo ""Do you wish to install this program?""
select yn in ""Yes"" ""No""; do
    case $yn in
        Yes ) make install; break;;
        No ) exit;;
    esac
done
</code></pre>

<p>With <code>select</code> you don't need to sanitize the input &ndash; it displays the available choices, and you type a number corresponding to your choice. It also loops automatically, so there's no need for a <code>while true</code> loop to retry if they give invalid input.</p>

<p>Also, <a href=""https://stackoverflow.com/users/7939871/l%c3%a9a-gris"">Léa Gris</a> demonstrated a way to make the request language agnostic in <a href=""https://stackoverflow.com/a/57739142/9084"">her answer</a>. Adapting my first example to better serve multiple languages might look like this:</p>

<pre><code>set -- $(locale LC_MESSAGES)
yesptrn=""$1""; noptrn=""$2""; yesword=""$3""; noword=""$4""

while true; do
    read -p ""Install (${yesword} / ${noword})? "" yn
    case $yn in
        ${yesptrn##^} ) make install; break;;
        ${noptrn##^} ) exit;;
        * ) echo ""Answer ${yesword} / ${noword}."";;
    esac
done
</code></pre>

<p>Obviously other communication strings remain untranslated here (Install, Answer) which would need to be addressed in a more fully completed translation, but even a partial translation would be helpful in many cases.</p>

<p>Finally, please check out the <a href=""https://stackoverflow.com/a/27875395/9084"">excellent answer</a> by <a href=""https://stackoverflow.com/users/1765658/f-hauri"">F. Hauri</a>.</p>
"
"Looping through the content of a file in Bash","1521462","<linux><bash><loops><unix><io>","1518","<p>One way to do it is:</p>

<pre><code>while read p; do
  echo ""$p""
done &lt;peptides.txt
</code></pre>

<p>As pointed out in the comments, this has the side effects of trimming leading whitespace, interpreting backslash sequences, and skipping the last line if it's missing a terminating linefeed. If these are concerns, you can do:</p>

<pre><code>while IFS="""" read -r p || [ -n ""$p"" ]
do
  printf '%s\n' ""$p""
done &lt; peptides.txt
</code></pre>

<hr>

<p>Exceptionally, if the <a href=""https://unix.stackexchange.com/questions/107800/using-while-loop-to-ssh-to-multiple-servers"">loop body may read from standard input</a>, you can open the file using a different file descriptor:</p>

<pre><code>while read -u 10 p; do
  ...
done 10&lt;peptides.txt
</code></pre>

<p>Here, 10 is just an arbitrary number (different from 0, 1, 2).</p>
"
"Check existence of input argument in a Bash shell script","6482377","<bash><shell>","1478","<p>It is:</p>
<pre class=""lang-bash prettyprint-override""><code>if [ $# -eq 0 ]
  then
    echo &quot;No arguments supplied&quot;
fi
</code></pre>
<p>The <code>$#</code> variable will tell you the number of input arguments the script was passed.</p>
<p>Or you can check if an argument is an empty string or not like:</p>
<pre><code>if [ -z &quot;$1&quot; ]
  then
    echo &quot;No argument supplied&quot;
fi
</code></pre>
<p>The <code>-z</code> switch will test if the expansion of &quot;$1&quot; is a null string or not. If it is a null string then the body is executed.</p>
"
"Make a Bash alias that takes a parameter?","7131670","<bash><alias>","1378","<p>Bash alias does not directly accept parameters. You will have to create a function.</p>

<p><code>alias</code> does not accept parameters but a function can be called just like an alias. For example:</p>

<pre><code>myfunction() {
    #do things with parameters like $1 such as
    mv ""$1"" ""$1.bak""
    cp ""$2"" ""$1""
}


myfunction old.conf new.conf #calls `myfunction`
</code></pre>

<p>By the way, Bash functions defined in your <code>.bashrc</code> and other files are available as commands within your shell. So for instance you can call the earlier function like this </p>

<pre><code>$ myfunction original.conf my.conf
</code></pre>
"
