,Link,Title,Text,Code
10,https://unix.stackexchange.com/questions/3467/,"What does ""rc"" in .bashrc stand for?","['As is often the case with obscure terms, the Jargon File has an answer:', '[Unix: from runcom files on the CTSS system 1962-63, via the startup script /etc/rc] Script file containing startup instructions for an application program (or an entire operating system), usually a text file containing commands of the sort that might have been invoked manually once the system was running but are to be executed automatically each time the system starts up.', 'Thus, it would seem that the ""rc"" part stands for ""runcom"", which I believe can be expanded to ""run commands"".  In fact, this is exactly what the file contains, commands that bash should run.']",[]
11,https://unix.stackexchange.com/questions/5609/,How do I clear Bash's cache of paths to executables?,"['bash does cache the full path to a command.  You can verify that the command you are trying to execute is hashed with the type command:', 'To clear the entire cache:', 'Or just one entry:', 'For additional information, consult help hash and man bash.']","[<code>bash</code>, <code>type</code>, <code>$ type svnsync
svnsync is hashed (/usr/local/bin/svnsync)
</code>, <code>$ hash -r
</code>, <code>$ hash -d svnsync
</code>, <code>help hash</code>, <code>man bash</code>]"
12,https://unix.stackexchange.com/questions/44266/,How to colorize output of git?,"['You can create a section [color] in your ~/.gitconfig with e.g. the following content', 'You can also fine control what you want to have coloured in what way, e.g.', 'I hope this gets you started. And of course, you need a terminal which supports colour.']","[<code>[color]</code>, <code>~/.gitconfig</code>, <code>[color]
  diff = auto
  status = auto
  branch = auto
  interactive = auto
  ui = true
  pager = true
</code>, <code>[color ""status""]
  added = green
  changed = red bold
  untracked = magenta bold

[color ""branch""]
  remote = yellow
</code>]"
13,https://unix.stackexchange.com/questions/30370/,How to get the pid of the last executed command in shell script?,['The PID of the last executed command is in the $! shell variable:'],"[<code>$!</code>, <code>my-app &amp;
echo $!
</code>]"
14,https://unix.stackexchange.com/questions/146942/,How can I test if a variable is empty or contains only spaces?,"['First, note that the -z test is explicitly for:', 'the length of string is zero', 'That is, a string containing only spaces should not be true under -z, because it has a non-zero length.', 'What you want is to remove the spaces from the variable using the pattern replacement parameter expansion:', 'This expands the param variable and replaces all matches of the pattern  (a single space) with nothing, so a string that has only spaces in it will be expanded to an empty string.', 'The nitty-gritty of how that works is that ${var/pattern/string} replaces the first longest match of pattern with string. When pattern starts with / (as above) then it replaces all the matches. Because the replacement is empty, we can omit the final / and the string value:', '${parameter/pattern/string}', 'The pattern is expanded to produce a pattern just as in filename expansion. Parameter is expanded and the longest match of pattern against its value is replaced with string. If pattern begins with ‘/’, all matches of pattern are replaced with string. Normally only the first match is replaced. ... If string is null, matches of pattern are deleted and the / following pattern may be omitted.', 'After all that, we end up with ${param// } to delete all spaces.', 'Note that though present in ksh (where it originated), zsh and bash, that syntax is not POSIX and should not be used in sh scripts.']","[<code>-z</code>, <code>-z</code>, <code>[[ -z ""${param// }"" ]]
</code>, <code>param</code>, <code></code>, <code>${var/pattern/string}</code>, <code>pattern</code>, <code>string</code>, <code>pattern</code>, <code>/</code>, <code>/</code>, <code>string</code>, <code>${param// }</code>, <code>ksh</code>, <code>zsh</code>, <code>bash</code>, <code>sh</code>]"
15,https://unix.stackexchange.com/questions/35369/,How to define 'tab' delimiter with 'cut' in BASH?,"['Two ways:', 'Press Ctrl+V and then Tab to use ""verbatim"" quoted insert.', 'or write it like this to use ANSI-C quoting:']","[<code>cut -f2 -d'   ' infile
</code>, <code>cut -f2 -d$'\t' infile
</code>]"
16,https://unix.stackexchange.com/questions/148/,Colorizing your terminal and shell environment?,"['Here are a couple of things you can do:', 'Editors + Code\nA lot of editors have syntax highlighting support. vim and emacs have it on by default. You can also enable it under nano.', 'You can also syntax highlight code on the terminal by using Pygments as a command-line tool.', ""grep\ngrep --color=auto highlights all matches. You can also use export GREP_OPTIONS='--color=auto' to make it persistent without an alias. If you use --color=always, it'll use colour even when piping, which confuses things."", 'ls', 'ls --color=always', 'Colors specified by:', '(hint: dircolors can be helpful)', 'PS1\nYou can set your PS1 (shell prompt) to use colours. For example:', 'Will produce a PS1 like:', '[yellow]lucas@ubuntu: [red]~[normal]$ ', 'You can get really creative with this. As an idea:', 'Puts a bar at the top of your terminal with some random info. (For best results, also use alias clear=""echo -e \'\\e[2J\\n\\n\'"".)', 'Getting Rid of Escape Sequences', ""If something is stuck outputting colour when you don't want it to, I use this sed line to strip the escape sequences:"", 'If you want a more authentic experience, you can also get rid of lines starting with \\e[8m, which instructs the terminal to hide the text. (Not widely supported.)', 'Also note that those ^[s should be actual, literal ^[s. You can type them by pressing ^V^[ in bash, that is Ctrl + V, Ctrl + [. ']","[<code>vim</code>, <code>emacs</code>, <code>nano</code>, <code>grep --color=auto</code>, <code>export GREP_OPTIONS='--color=auto'</code>, <code>--color=always</code>, <code>ls --color=always</code>, <code>export LS_COLORS='rs=0:di=01;34:ln=01;36:mh=00:pi=40;33'
</code>, <code>dircolors</code>, <code>PS1='\e[33;1m\u@\h: \e[31m\W\e[0m\$ '
</code>, <code>PS1='\e[s\e[0;0H\e[1;33m\h    \t\n\e[1;32mThis is my computer\e[u[\u@\h:  \w]\$ '
</code>, <code>alias clear=""echo -e '\e[2J\n\n'""</code>, <code>sed</code>, <code>sed ""s/\[^[[0-9;]*[a-zA-Z]//gi""
</code>, <code>\e[8m</code>, <code>sed ""s/^\[^[8m.*$//gi""
</code>]"
17,https://unix.stackexchange.com/questions/47584/,"In a bash script, using the conditional ""or"" in an ""if"" statement","['If you want to say OR use double pipe (||).', '(The original OP code using | was simply piping the output of the left side to the right side, in the same way any ordinary pipe works.)', 'After many years of comments and misunderstanding, allow me to clarify.', 'To do OR you use ||.', ""Whether you use [ or [[ or test or (( all depends on what you need on a case by case basis. It's wrong to say that one of those is preferred in all cases. Sometimes [ is right and [[ is wrong. But that's not what the question was. OP asked why | didn't work. The answer is because it should be || instead.""]","[<code>OR</code>, <code>||</code>, <code>if [ ""$fname"" = ""a.txt"" ] || [ ""$fname"" = ""c.txt"" ]
</code>, <code>|</code>, <code>OR</code>, <code>||</code>, <code>[</code>, <code>[[</code>, <code>test</code>, <code>((</code>, <code>[</code>, <code>[[</code>, <code>|</code>, <code>||</code>]"
18,https://unix.stackexchange.com/questions/49214/,How to remove a single line from history?,"['If you want to run a command without saving it in history, prepend it with an extra space', 'For this to work you need either ignorespace or ignoreboth in HISTCONTROL.  For example, run', 'To make this setting persistent, put it in your .bashrc.', ""If you've already run the command, and want to remove it from history, first use"", 'to display the list of commands in your history.  Find the number next to the one you want to delete (e.g. 1234) and run ', 'Additionally, if the line you want to delete has already been written to your $HISTFILE (which typically happens when you end a session by default), you will need to write back to $HISTFILE, or the line will reappear when you open a new session:']","[<code>prompt$ echo saved
prompt$  echo not saved \
&gt; #     ^ extra space
</code>, <code>ignorespace</code>, <code>ignoreboth</code>, <code>HISTCONTROL</code>, <code>HISTCONTROL=ignorespace
</code>, <code>.bashrc</code>, <code>history
</code>, <code>history -d 1234
</code>, <code>history -w
</code>]"
19,https://unix.stackexchange.com/questions/1496/,Why doesn't my Bash script recognize aliases?,"['First of all, as ddeimeke said, aliases by default are not expanded in non-interactive shells.', 'Second, .bashrc is not read by non-interactive shells unless you set the BASH_ENV environment variable.', ""But most importantly: don't do that! Please? One day you will move that script somewhere where the necessary aliases are not set and it will break again."", 'Instead set and use variables as shortcuts in your script:']","[<code>.bashrc</code>, <code>BASH_ENV</code>, <code>#!/bin/bash

CMDA=/path/to/gizmo
CMDB=/path/to/huzzah.sh

for file in ""$@""
do
    $CMDA ""$file""
    $CMDB ""$file""
done
</code>]"
