,Link,Title,Text,Code
10,https://superuser.com/questions/736635/,I accidentally typed password into bash command line,"[""You can remove just the offending line from bash's history, instead of clearing the entire history. Simply remove the line with the -d flag, then save (write) the new history with the -w flag:""]","[<code>bash</code>, <code>-d</code>, <code>-w</code>, <code>$ history
351 ssh me@site.com
352 my_password
$ history -d 352
$ history -w
</code>]"
11,https://superuser.com/questions/243460/,What to do when Ctrl + C can't kill a process?,"['To understand the problem of why Ctrl + C does not work, it is very helpful to understand what happens when you press it:', 'Most shells bind Ctrl + C to ""send a SIGINT signal to the program that currently runs in the foreground"". You can read about the different signals via man signal:', 'Programs can ignore that signal, as they can ignore SIGTSTP as well:', '(Which is what most shells do when you press Ctrl + Z, which is why it is not guaranteed to work.)', 'There are some signals which can not be ignored by the process: SIGKILL, SIGSTOP and some others. You can send these signals via the kill command. So, to kill your hanging / zombieying process, just find the process ID (PID). For example, use pgrep or ps and then kill it:']","[<code> SIGINT        2       Term    Interrupt from keyboard
</code>, <code> SIGTSTP   18,20,24    Stop    Stop typed at tty
</code>, <code>pgrep</code>, <code>ps</code>, <code>kill</code>, <code> % kill -9 PID
</code>]"
12,https://superuser.com/questions/173165/,"What does the 'rc' in `.bashrc`, etc. mean?","['It stands for “run commands”.', 'This comes from MIT’s CTSS (Compatible Time-Sharing System) and Multics, where the idea that a command processing shell would be an ordinary program originated. CTSS had a program called RUNCOM (for “run commands”) and a script was called “a runcom” in the community where Unix originated, leading to the file extension .rc and generally to the rc abbreviation.', 'rc stuck as a name for any list of commands.']","[<code>.rc</code>, <code>rc</code>, <code>rc</code>]"
13,https://superuser.com/questions/1066261/,How to access Windows folders from Bash on Ubuntu on Windows,"[""You'll find the Windows C:\\ structure at /mnt/c/ in the Bash environment."", 'Therefore, my Documents folder is at /mnt/c/Users/Ben/Documents/.']","[<code>C:\</code>, <code>/mnt/c/</code>, <code>/mnt/c/Users/Ben/Documents/</code>]"
14,https://superuser.com/questions/289239/,Is it possible to `tail -f` the output of `dmesg`?,"['You are probably looking for some combination of messages from various log files. Try:', '…to get a pretty good overview of the system. If you want more or less than that, research what log file the messages you want to see are being placed in.', 'Also look into using multitail to file and color code and filter multiple log files at once.', ""Edit: This wasn't very relevant when I answered this, but as this page gets a lot of hits I'm thought it worth mentioning that newer systems running systemd have this.""]","[<code>tail -f /var/log/{messages,kernel,dmesg,syslog}
</code>, <code>multitail</code>, <code>dmesg -w
</code>]"
15,https://superuser.com/questions/384366/,Remove a certain line from Bash history file,"['You need to log out and back in or run history -a so the current history is committed to disk.', 'Then just edit the file ~/.bash_history.']","[<code>history -a</code>, <code>~/.bash_history</code>]"
16,https://superuser.com/questions/508507/,"Linux Bash Script, Single Command But Multiple Lines?","['All you should need to do is add ""\\"" at the end of each line and it should be good to go.', 'So yours will look like:', '(based on your comment update for setting $HOSTNAME)', '$HOSTNAME', 'Two options to set that:', 'Set HOSTNAME', 'HOSTNAME=$(hostname)', 'Use command substitution (e.g. $(command))', 'So it would look like above.  That just makes the command run before using it.', '$DATE', 'Another variable avoided would be easily:', '$ man date will have the formats for the date options, the above is YYYYmmdd']","[<code>tar -cvpzf /share/Recovery/Snapshots/$(hostname)_$(date +%Y%m%d).tar.gz \
    --exclude=/proc \
    --exclude=/lost+found \
    --exclude=/sys \
    --exclude=/mnt \
    --exclude=/media \ 
    --exclude=/dev \
    --exclude=/share/Archive \
    /
</code>, <code>$HOSTNAME</code>, <code>$(command)</code>, <code>$DATE</code>, <code>$(hostname)_$(date +%Y%m%d).tar.gz \
</code>, <code>$ man date</code>]"
17,https://superuser.com/questions/397307/,"How to ignore certain filenames using ""find""?","['You can use the negate (!) feature of find to not match files with specific names:', 'So if the name ends in .html or contains .svn anywhere in the path, it will not match, and so the exec will not be executed.']","[<code>find . ! -name '*.html' ! -path '*.svn*' -exec grep 'SearchString' {} /dev/null \;
</code>]"
18,https://superuser.com/questions/271986/,Execute a command from another directory in bash,"['This is often the best way:', 'or', ""It's pretty short and easy to type. It does start a sub-shell, so you can't modify your environment from that, but that doesn't seem to be an issue here.""]","[<code>( cd dir ; git init )
</code>, <code>( cd dir &amp;&amp; git init )
</code>]"
19,https://superuser.com/questions/90196/,Case insensitive tab completion in Bash,"['Update the text in /etc/inputrc to include', 'Then use ^X ^R to reload the configuration.']","[<code>/etc/inputrc</code>, <code>^X ^R</code>]"
20,https://superuser.com/questions/69130/,Where does $PATH get set in OS X 10.6 Snow Leopard?,"['When bash starts it reads the following files every time you login. For the purposes of OS X, this means every time you open a new Terminal window.', 'When you start a new shell by typing bash on the command line, it reads .bashrc', 'OS X also uses ~/.MacOSX/environment.plist to set more environment variables, including paths if necessary.', 'Finally, /etc/paths and /etc/paths.d are read by the shell too.', '/opt/local/bin etc. are added in ~/.tcshrc by MacPorts. Also be sure to look in ~/.cshrc.']","[<code>bash</code>, <code>Terminal</code>, <code>/etc/profile
~/.bash_profile
~/.bash_login   (if .bash_profile does not exist)
~/.profile      (if .bash_login does not exist)
</code>, <code>bash</code>, <code>.bashrc</code>, <code>~/.MacOSX/environment.plist</code>, <code>/etc/paths</code>, <code>/etc/paths.d</code>, <code>/opt/local/bin</code>, <code>~/.tcshrc</code>, <code>~/.cshrc</code>]"
21,https://superuser.com/questions/39751/,Add directory to $PATH if it's not already there,"['From my .bashrc:', 'Note that PATH should already be marked as exported, so reexporting is not needed.  This checks whether the directory exists & is a directory before adding it, which you may not care about.', 'Also, this adds the new directory to the end of the path; to put at the beginning, use PATH=""$1${PATH:+"":$PATH""}"" instead of the above PATH= line.']","[<code>pathadd() {
    if [ -d ""$1"" ] &amp;&amp; [[ "":$PATH:"" != *"":$1:""* ]]; then
        PATH=""${PATH:+""$PATH:""}$1""
    fi
}
</code>, <code>PATH=""$1${PATH:+"":$PATH""}""</code>, <code>PATH=</code>]"
22,https://superuser.com/questions/105375/,How to use spaces in a bash alias name?,"['The Bash documentation states ""For almost every purpose, shell functions are preferred over aliases."" Here is a shell function that replaces ls and causes output to be piped to more if the argument consists of (only) -la.', 'As a one-liner:', 'Automatically pipe output:']","[<code>ls</code>, <code>more</code>, <code>-la</code>, <code>ls() {
    if [[ $@ == ""-la"" ]]; then
        command ls -la | more
    else
        command ls ""$@""
    fi
}
</code>, <code>ls() { if [[ $@ == ""-la"" ]]; then command ls -la | more; else command ls ""$@""; fi; }
</code>, <code>ls -la
</code>]"
23,https://superuser.com/questions/94436/,How to configure PuTTY so that Home/End/PgUp/PgDn work properly in bash?,"['Change the Terminal-type String under the Connection > Data tab from the default “xterm” to “linux”. It worked for me.', '']",[]
24,https://superuser.com/questions/529854/,How to delete all files in a directory except some?,"['What I do in those cases is to type', 'Then I press Ctrl+X,* to expand * into all visible file names.', 'Then I can just remove the two files I like to keep from the list and finally execute the command line.']","[<code>rm *
</code>, <code>*</code>]"
25,https://superuser.com/questions/352289/,Bash scripting: test for empty directory,"['Also, it would be cool to check if the directory exists before.']","[<code>if [ -z ""$(ls -A /path/to/dir)"" ]; then
   echo ""Empty""
else
   echo ""Not Empty""
fi
</code>]"
26,https://superuser.com/questions/46748/,How do I make Bash my default shell on Ubuntu?,"['Use:', 'Enter your password and state the path to the shell you want to use.', 'For Bash that would be /bin/bash.\nFor Zsh that would be /usr/bin/zsh.']","[<code>chsh
</code>, <code>/bin/bash</code>, <code>/usr/bin/zsh</code>]"
27,https://superuser.com/questions/175799/,Does bash have a hook that is run before executing a command?,"['Not natively, but it can be hacked up using the DEBUG trap. This code sets up preexec and precmd functions similar to zsh. The command line is passed as a single argument to preexec.', 'Here is a simplified version of the code to set up a precmd function that is executed before running each command.', 'This trick is due to Glyph Lefkowitz; thanks to bcat for locating the original author.', ""Edit. An updated version of Glyph's hack can be found here: https://github.com/rcaloras/bash-preexec""]","[<code>DEBUG</code>, <code>preexec</code>, <code>precmd</code>, <code>preexec</code>, <code>precmd</code>, <code>preexec () { :; }
preexec_invoke_exec () {
    [ -n ""$COMP_LINE"" ] &amp;&amp; return  # do nothing if completing
    [ ""$BASH_COMMAND"" = ""$PROMPT_COMMAND"" ] &amp;&amp; return # don't cause a preexec for $PROMPT_COMMAND
    local this_command=`HISTTIMEFORMAT= history 1 | sed -e ""s/^[ ]*[0-9]*[ ]*//""`;
    preexec ""$this_command""
}
trap 'preexec_invoke_exec' DEBUG
</code>]"
28,https://superuser.com/questions/454380/,Git Bash Here in ConEmu,"[""There are a number of ways this can be done in ConEmu as it is so highly configurable, but here's the way I do it."", '', '', ""This should add an entry in your right-click context menu (complete with icon). In the Command field you can use any of the ConEmu.exe switches (worth checking out for more complete documentation of what you can do - it's pretty powerful)."", ""Note: If you'd like a Git for Windows icon to appear at the top left of the ConEmu window, use the /icon switch; e.g.,"", ""This only seems to work if it's the first tab open, though.""]","[<code>Git Bash</code>, <code>""C:\Program Files\Git\bin\sh.exe"" --login -i</code>, <code>ConEmu Here [Git Bash]</code>, <code>/single /cmd {Git Bash}</code>, <code>C:\Program Files\Git\mingw64\share\git\git-for-windows.ico</code>, <code>/icon</code>, <code>/icon ""C:\Program Files\Git\mingw64\share\git\git-for-windows.ico"" /single /cmd {Git Bash}
</code>]"
29,https://superuser.com/questions/1111591/,"How can I SSH into ""Bash on Ubuntu on Windows 10""?","[""I got it to work; here's how."", ""Uninstalled ssh-server, reinstalled it and made sure it's started with"", 'Make sure you turned off root access and added another user in the config file.', 'I was able to connect to the subsystem on 127.0.0.1:22 as expected.\xa0\nI hope this will help you.', '', 'Then add a line beneath it that says:', 'AllowUsers yourusername', 'and make sure PasswordAuthentication is set to yes if you want to login using a password.', 'Disable privilege separation by adding/modifying : UsePrivilegeSeparation no', 'sudo service ssh --full-restart', 'Connect to your Linux subsystem from Windows using a ssh client like PuTTY.']","[<code>sudo service ssh --full-restart
</code>, <code>sudo apt-get purge openssh-server</code>, <code>sudo apt-get install openssh-server</code>, <code>sudo nano /etc/ssh/sshd_config</code>, <code>PermitRootLogin no</code>, <code>AllowUsers yourusername</code>, <code>PasswordAuthentication</code>, <code>yes</code>, <code>UsePrivilegeSeparation no</code>, <code>sudo service ssh --full-restart</code>]"
30,https://superuser.com/questions/31464/,looping through `ls` results in bash shell script,"['Edited not to use ls where a glob would do, as @shawn-j-goff and others suggested.', 'Just use a for..do..done loop:', 'You can replace the * with *.txt or any other glob that returns a list (of files, directories, or anything for that matter), a command that generates a list, e.g., $(cat filelist.txt), or actually replace it with a list.', 'Within the do loop, you just refer to the loop variable with the dollar sign prefix (so $f in the above example). You can echo it or do anything else to it you want.', 'For example, to rename all the .xml files in the current directory to .txt:', 'Or even better, if you are using Bash you can use Bash parameter expansions rather than spawning a subshell:']","[<code>for..do..done</code>, <code>for f in *; do
  echo ""File -&gt; $f""
done
</code>, <code>*</code>, <code>*.txt</code>, <code>$(cat filelist.txt)</code>, <code>do</code>, <code>$f</code>, <code>echo</code>, <code>.xml</code>, <code>.txt</code>, <code>for x in *.xml; do 
  t=$(echo $x | sed 's/\.xml$/.txt/'); 
  mv $x $t &amp;&amp; echo ""moved $x -&gt; $t""
done
</code>, <code>for x in *.xml; do 
  t=${x%.xml}.txt
  mv $x $t &amp;&amp; echo ""moved $x -&gt; $t""
done
</code>]"
31,https://superuser.com/questions/554319/,Display each sub-directory size in a list format using one line command in Bash?,"['You probably want to see the directories ordered by size:', '$ du -hs * | sort -hr']","[<code>$ du -hs * | sort -hr</code>, <code>856M    lib
746M    share
612M    lib64
312M    src
267M    java
239M    bin
179M    sbin
173M    local
93M     i686-w64-mingw32
72M     libexec
26M     include
20M     puppet
772K    X11R6
20K     man
4.0K    games
4.0K    etc
0       tmp
</code>]"
32,https://superuser.com/questions/1083962/,Windows Linux Subsystem - Accessing Files outside of Ubuntu,"[""I'm not sure if I'm misunderstanding your question, but your ubuntu bash (top right window) should have access to your Windows-based disks under /mnt.  For example, on my machine /mnt/c/Users/Scott/Desktop is my Windows desktop and I can read/write files there from vi for ex.  I don't believe the opposite is true just yet.  That is, I don't think you can explore into your bash world from Windows explorer."", ""What I've been doing as a developer is to host projects on my d: and point the linux-based tools to that /mnt/d/projects/someproject/ folder."", 'Make sure you update your Windows builds periodically as they seem to be fixing a lot of issues with each build, especially around sym-links and crossing FS boundaries between Linux/Windows.']","[<code>/mnt</code>, <code>/mnt/c/Users/Scott/Desktop</code>, <code>/mnt/d/projects/someproject/</code>]"
33,https://superuser.com/questions/1065569/,How to remove/reset Windows Subsystem for Linux on Windows Insider Build 14316,"['The following answer only applies to WSL on Windows 10 1703 and 1607. WSL on Windows 10 1709+ can be installed from within the Windows Store UWP application.', 'If you want to remove and reset the Linux subsystem, open a command line prompt with elevated permissions and enter the following commands:', 'Sources:', 'https://www.slightfuture.com/technote/lxss-lxrun', 'Installing Fish Shell on Ubuntu on Windows 10', 'HOWTO: Ubuntu on Windows | Ubuntu Insights']","[<code>lxrun /uninstall /full 

lxrun /install
</code>]"
34,https://superuser.com/questions/241187/,How do I reload .inputrc?,"['By default, C-x C-r is bound to re-read-init-file.', 'See the Bash Reference Manual for explanation.']","[<code>C-x C-r</code>, <code>re-read-init-file</code>]"
35,https://superuser.com/questions/153371/,What does export do in BASH?,"['From man bash:', 'ENVIRONMENT', 'When a program is invoked it is given an array of strings called the\n  environment.  This is a list of\n  name-value pairs, of the form\n  name=value.', ""The shell provides several ways to manipulate the environment.  On\n  invocation, the shell  scans  its own \n  environment and creates a parameter\n  for each name found, automatically\n  marking it for export to child\n  processes.  Executed commands inherit\n  the environment.  The export  and \n  declare  -x  commands allow \n  parameters  and functions to be added\n  to and deleted from the environment. \n  If the value of a parameter in the\n  environment is modified, the new value\n  becomes part of the  environment, \n  replacing the old.  The environment\n  inherited by any executed command\n  consists of the shell's initial\n  environment, whose values may be\n  modified in the shell, less any pairs\n  removed by the unset  command,  plus\n  any additions via the export and\n  declare -x commands.""]","[<code>man bash</code>, <code>export</code>, <code>declare  -x</code>, <code>unset</code>, <code>declare -x</code>]"
36,https://superuser.com/questions/421153/,How to add a mp3 handler to sox?,"['Pipe?', ""Won't leave any trace.""]","[<code>lame --decode music.mp3 - | play -
</code>]"
37,https://superuser.com/questions/281617/,Change default text editor for crontab to vim,"['The crontab -e command will check the environment variables $EDITOR and $VISUAL for an override of the default text editor, so...', 'or ', 'should do the trick.']","[<code>crontab -e</code>, <code>$EDITOR</code>, <code>$VISUAL</code>, <code>export VISUAL=vim
</code>, <code>export EDITOR=vim
</code>]"
