server_time_stamp,client_time_stamp,user_id,task_order,task_code,treatment,time_elapsed,time_elapsed_task_set,status,command
2022-05-22T20:31:23Z,2022-05-22T20:31:22Z,P2,T2N1,x,T,146,1653251482,incomplete,grep 'glyph' . | ls 
2022-05-22T20:33:54Z,2022-05-22T20:33:54Z,P2,T2N1,x,T,298,1653251634,incomplete,grep 'glyph' * | rm -R  
2022-05-22T20:34:13Z,2022-05-22T20:34:13Z,P2,T2N1,x,T,317,1653251653,incomplete,rm --help
2022-05-22T20:35:47Z,2022-05-22T20:35:47Z,P2,T2N1,x,T,411,1653251747,incomplete,ls | grep 'glyph'  | xargs rm -R  
2022-05-22T20:36:33Z,2022-05-22T20:36:33Z,P2,T2N1,x,T,457,1653251793,incomplete,ls | grep 'glyph'  | xargs rm 
2022-05-22T20:37:25Z,2022-05-22T20:37:25Z,P2,T2N1,x,T,509,1653251845,incomplete,ls | find 'glyph'  | xargs rm 
2022-05-22T20:40:49Z,2022-05-22T20:40:49Z,P2,T2N1,x,T,713,1653252049,incomplete,grep  'glyph' * | xargs rm 
2022-05-22T20:41:48Z,2022-05-22T20:41:48Z,P2,T2N1,x,T,771,1653252107,incomplete,grep -l 'glyph' * | xargs rm 
2022-05-22T20:42:55Z,2022-05-22T20:42:54Z,P2,T2N1,x,T,838,1653252174,incomplete,grep -l 'glyph' * | xargs rm -rf
2022-05-22T20:45:27Z,2022-05-22T20:45:27Z,P2,T2N1,x,T,991,1653252327,incomplete,man grep
2022-05-22T20:47:30Z,2022-05-22T20:47:30Z,P2,T2N1,x,T,1114,1653252450,incomplete,man find
2022-05-22T20:48:19Z,2022-05-22T20:48:19Z,P2,T2N1,x,T,1162,1653252498,success,find . -name '*glyph*' | xargs rm -rf
2022-05-22T21:03:03Z,2022-05-22T21:03:03Z,P2,T2N1,y,T,0,1653252498,incomplete,start_task
2022-05-22T21:03:23Z,2022-05-22T21:03:23Z,P2,T2N1,y,T,20,1653253403,incomplete,cp ./content/tips.md ./content/backup/
2022-05-22T21:05:26Z,2022-05-22T21:05:25Z,P2,T2N1,y,T,142,1653253525,incomplete,cp ./content/tips.md ./content/backup
2022-05-22T21:07:20Z,2022-05-22T21:07:20Z,P2,T2N1,y,T,257,1653253640,incomplete,man cp
2022-05-22T21:09:49Z,2022-05-22T21:09:49Z,P2,T2N1,y,T,406,1653253789,incomplete,mkdir -p ./content/tips.md './content/backup/'
2022-05-22T21:10:25Z,2022-05-22T21:10:25Z,P2,T2N1,y,T,442,1653253825,incomplete,man mkdir
2022-05-22T21:11:49Z,2022-05-22T21:11:49Z,P2,T2N1,y,T,526,1653253909,incomplete,man mkdir
2022-05-22T21:13:41Z,2022-05-22T21:13:41Z,P2,T2N1,y,T,638,1653254021,success,mkdir -p './content/backup/' ,
2022-05-22T21:13:42Z,2022-05-22T21:13:41Z,P2,T2N1,z,T,0,1653254021,incomplete,start_task
2022-05-22T21:13:43Z,2022-05-22T21:13:43Z,P2,T2N1,z,T,1,1653254022,incomplete,start_task
2022-05-22T21:14:58Z,2022-05-22T21:14:56Z,P2,T2N1,z,T,74,1653254096,success,cat ./content/syllabus.md | wc -l
2022-05-22T21:15:13Z,2022-05-22T21:15:13Z,P2,T2N1,g,T,0,1653254096,incomplete,start_task
2022-05-22T21:15:52Z,2022-05-22T21:15:52Z,P2,T2N1,g,T,38,38,incomplete,find . ! -name "*.markdown" -exec ls -l {} \;
2022-05-22T21:16:48Z,2022-05-22T21:16:48Z,P2,T2N1,g,T,94,94,incomplete,find . ! -name "*.md" -exec ls -l {} \;
2022-05-22T21:17:00Z,2022-05-22T21:17:00Z,P2,T2N1,g,T,106,107,incomplete,find -R . ! -name "*.md" -exec ls -l {} \;
2022-05-22T21:17:34Z,2022-05-22T21:17:34Z,P2,T2N1,g,T,141,141,incomplete,man find
2022-05-22T21:19:21Z,2022-05-22T21:19:20Z,P2,T2N1,g,T,247,247,incomplete,find . ! -name "*.md" -print
2022-05-22T21:20:02Z,2022-05-22T21:20:02Z,P2,T2N1,g,T,289,289,incomplete,find . ! -name "*.md" -exec ls -l -a {} \;
2022-05-22T21:20:42Z,2022-05-22T21:20:42Z,P2,T2N1,g,T,329,329,incomplete,find . ! -name "*.md"
2022-05-22T21:20:52Z,2022-05-22T21:20:52Z,P2,T2N1,g,T,339,339,incomplete,find . ! -name "*.md" ls
2022-05-22T21:21:02Z,2022-05-22T21:21:02Z,P2,T2N1,g,T,348,348,incomplete,find . ! -name "*.md" | ls
2022-05-22T21:21:53Z,2022-05-22T21:21:53Z,P2,T2N1,g,T,,399,timeout,man find
2022-05-22T21:21:53Z,2022-05-22T21:21:53Z,P2,T2N1,h,T,0,399,incomplete,start_task
2022-05-22T21:25:49Z,2022-05-22T21:25:49Z,P2,T2N1,h,T,236,636,incomplete,find . -type f -name '[0-9]*.md' | xargs rm -rf
2022-05-22T21:26:28Z,2022-05-22T21:26:28Z,P2,T2N1,h,T,275,675,success,rm -r -type f -name '[0-9]*.md' .
2022-05-22T21:26:29Z,2022-05-22T21:26:29Z,P2,T2N1,i,T,0,675,incomplete,start_task
2022-05-22T21:27:00Z,2022-05-22T21:27:00Z,P2,T2N1,i,T,31,707,success,diff -q -r ./content/labs/ ./content/lessons/
2022-05-22T21:27:01Z,2022-05-22T21:27:00Z,P2,T2N1,j,T,0,707,incomplete,start_task
2022-05-22T21:27:19Z,2022-05-22T21:27:19Z,P2,T2N1,j,T,18,725,incomplete,find . -size  10k -exec ls -l {} \;
2022-05-22T21:27:40Z,2022-05-22T21:27:40Z,P2,T2N1,j,T,40,747,success,find . -size  10k
2022-05-22T21:27:41Z,2022-05-22T21:27:41Z,P2,T2N1,k,T,0,747,incomplete,start_task
2022-05-22T21:28:48Z,2022-05-22T21:28:48Z,P2,T2N1,k,T,68,815,incomplete,find | grep -i 'why' | find: walk a file hierarchy
2022-05-22T21:28:49Z,2022-05-22T21:28:49Z,P2,T2N1,k,T,69,816,incomplete,find | grep -i 'why' | find: walk a file hierarchy
2022-05-22T21:28:50Z,2022-05-22T21:28:50Z,P2,T2N1,k,T,70,817,incomplete,   The find utility recursively descends the directory tree for each path
2022-05-22T21:28:51Z,2022-05-22T21:28:51Z,P2,T2N1,k,T,70,818,incomplete,   The find utility recursively descends the directory tree for each path
2022-05-22T21:28:52Z,2022-05-22T21:28:52Z,P2,T2N1,k,T,71,818,incomplete,   The find utility recursively descends the directory tree for each path
2022-05-22T21:28:54Z,2022-05-22T21:28:53Z,P2,T2N1,k,T,73,820,incomplete, . -name '*review*'
2022-05-22T21:29:47Z,2022-05-22T21:29:46Z,P2,T2N1,k,T,126,873,incomplete,find . -r -name '*review*' | grep -i "why" 
2022-05-22T21:30:28Z,2022-05-22T21:30:28Z,P2,T2N1,k,T,167,914,incomplete,find . -name '*review*' | grep -i "why" 
2022-05-22T21:30:50Z,2022-05-22T21:30:49Z,P2,T2N1,k,T,189,936,incomplete,find . -f -name '*review*' | grep -i "why" 
2022-05-22T21:31:10Z,2022-05-22T21:31:10Z,P2,T2N1,k,T,210,957,incomplete,find . -f -name '*review*' 
2022-05-22T21:31:34Z,2022-05-22T21:31:34Z,P2,T2N1,k,T,234,981,incomplete,find .  -name '*review*' 
2022-05-22T21:31:50Z,2022-05-22T21:31:50Z,P2,T2N1,k,T,250,997,incomplete,find .  -name '*review*' | grep -i "why"
2022-05-22T21:32:08Z,2022-05-22T21:32:08Z,P2,T2N1,k,T,268,1015,incomplete,find .  -name '*review*' | xargs grep -i "why"
2022-05-22T21:32:38Z,2022-05-22T21:32:38Z,P2,T2N1,k,T,298,1045,incomplete,find .  -name '*review*' | xargs grep -i -d "why"
2022-05-22T21:32:55Z,2022-05-22T21:32:54Z,P2,T2N1,k,T,314,1061,incomplete,find .  -name '*review*' | xargs grep -i -recurse "why"
2022-05-22T21:33:09Z,2022-05-22T21:33:08Z,P2,T2N1,k,T,328,1075,incomplete,find .  -name '*review*' | xargs grep -i "why"
2022-05-22T21:33:59Z,2022-05-22T21:33:59Z,P2,T2N1,k,T,,1126,timeout,find .  -name '*review*' | xargs grep -i "why"
2022-05-22T21:33:59Z,2022-05-22T21:33:59Z,P2,T2N1,l,T,0,1126,incomplete,start_task
2022-05-22T21:34:26Z,2022-05-22T21:34:26Z,P2,T2N1,l,T,27,1153,incomplete,du -s -h *
2022-05-22T21:34:49Z,2022-05-22T21:34:48Z,P2,T2N1,l,T,49,1175,incomplete,du -a content/ | cut -d ' ' -f 1
2022-05-22T21:35:31Z,2022-05-22T21:35:31Z,P2,T2N1,l,T,92,1218,incomplete,du -a content/ | cut -f 1 -d " "
2022-05-22T21:36:35Z,2022-05-22T21:36:35Z,P2,T2N1,l,T,156,1282,incomplete,du -s -h -d 1 *
2022-05-22T21:37:18Z,2022-05-22T21:37:18Z,P2,T2N1,l,T,199,1325,incomplete,man du
2022-05-22T21:37:40Z,2022-05-22T21:37:39Z,P2,T2N1,l,T,220,1346,incomplete,du -s -h  *
2022-05-22T21:37:55Z,2022-05-22T21:37:55Z,P2,T2N1,l,T,236,1362,incomplete,du -s -h  'content/'
2022-05-22T21:38:08Z,2022-05-22T21:38:08Z,P2,T2N1,l,T,248,1374,incomplete,du -s -h  'content/*'
2022-05-22T21:38:51Z,2022-05-22T21:38:51Z,P2,T2N1,l,T,292,1418,incomplete,man du
2022-05-22T21:38:56Z,2022-05-22T21:38:55Z,P2,T2N1,l,T,296,1422,incomplete,du -s -h  'content/'
2022-05-22T21:39:11Z,2022-05-22T21:39:11Z,P2,T2N1,l,T,312,1438,incomplete,du -s -h -d1  'content/'
2022-05-22T21:39:49Z,2022-05-22T21:39:49Z,P2,T2N1,l,T,349,1475,incomplete,du -s -h  'content'
2022-05-22T21:40:49Z,2022-05-22T21:40:49Z,P2,T2N1,l,T,410,1536,set-timeout,du -s -h  content
2022-05-22T21:44:54Z,2022-05-22T21:44:54Z,P2,T2N1,a,N,0,1536,incomplete,start_task
2022-05-22T21:45:03Z,2022-05-22T21:45:03Z,P2,T2N1,a,N,9,9,incomplete,rm -rf .
2022-05-22T21:46:07Z,2022-05-22T21:46:07Z,P2,T2N1,a,N,73,73,success,find . -empty -type d -delete
2022-05-22T21:46:08Z,2022-05-22T21:46:07Z,P2,T2N1,b,N,0,73,incomplete,start_task
2022-05-22T21:47:26Z,2022-05-22T21:47:26Z,P2,T2N1,b,N,78,151,incomplete,grep -v -f `./content/review/review2.md` `./content/review/review1.md`
2022-05-22T21:47:49Z,2022-05-22T21:47:49Z,P2,T2N1,b,N,102,175,incomplete,grep -v -f ./content/review/review2.md ./content/review/review1.md
2022-05-22T21:48:25Z,2022-05-22T21:48:25Z,P2,T2N1,b,N,137,210,incomplete,`./content/review/review1.md`
2022-05-22T21:49:11Z,2022-05-22T21:49:11Z,P2,T2N1,b,N,184,257,success,comm -23 ./content/review/review2.md ./content/review/review1.md
2022-05-22T21:49:11Z,2022-05-22T21:49:11Z,P2,T2N1,c,N,0,257,incomplete,start_task
2022-05-22T21:49:32Z,2022-05-22T21:49:32Z,P2,T2N1,c,N,20,277,incomplete,man ls
2022-05-22T21:49:57Z,2022-05-22T21:49:56Z,P2,T2N1,c,N,45,302,incomplete,man ls -r
2022-05-22T21:50:32Z,2022-05-22T21:50:32Z,P2,T2N1,c,N,81,338,incomplete,ls -R ./content/labs/ | wc -l
2022-05-22T21:51:11Z,2022-05-22T21:51:11Z,P2,T2N1,c,N,120,377,incomplete,ls -R ./content/labs/
2022-05-22T21:51:46Z,2022-05-22T21:51:46Z,P2,T2N1,c,N,155,412,incomplete,man wc
2022-05-22T21:51:56Z,2022-05-22T21:51:56Z,P2,T2N1,c,N,165,422,incomplete,ls -R ./content/labs/ | wc 
2022-05-22T21:52:21Z,2022-05-22T21:52:20Z,P2,T2N1,c,N,189,446,incomplete,ls ./content/labs/ | wc -l
2022-05-22T21:52:41Z,2022-05-22T21:52:40Z,P2,T2N1,c,N,209,466,incomplete,ls -R ./content/labs/ | wc -l
2022-05-22T21:53:31Z,2022-05-22T21:53:31Z,P2,T2N1,c,N,259,516,incomplete,ls -ld ./content/labs/ | wc -l
2022-05-22T21:54:06Z,2022-05-22T21:54:05Z,P2,T2N1,c,N,294,551,incomplete,ls -d ./content/labs/ | wc -l
2022-05-22T21:54:21Z,2022-05-22T21:54:21Z,P2,T2N1,c,N,310,567,incomplete,ls  ./content/labs/ | wc -l
2022-05-22T21:55:43Z,2022-05-22T21:55:43Z,P2,T2N1,c,N,,648,timeout,ls -lR ./content/labs/ | wc -l
2022-05-22T21:55:43Z,2022-05-22T21:55:43Z,P2,T2N1,d,N,0,648,incomplete,start_task
2022-05-22T21:57:31Z,2022-05-22T21:57:31Z,P2,T2N1,d,N,108,757,incomplete,man rm
