server_time_stamp,client_time_stamp,user_id,task_order,task_code,treatment,time_elapsed,time_elapsed_task_set,status,command
2022-04-07T22:37:04Z,2022-04-07T22:37:04Z,junxingg,T2N1,y,T,553,1649371024,success,mkdir './content/backup/'
2022-04-07T22:37:05Z,2022-04-07T22:37:04Z,junxingg,T2N1,z,T,0,1649371024,incomplete,start_task
2022-04-07T22:37:47Z,2022-04-07T22:37:46Z,junxingg,T2N1,z,T,42,1649371066,success,cat './content/syllabus.md' | wc -l
2022-04-07T22:37:59Z,2022-04-07T22:37:58Z,junxingg,T2N1,g,T,0,1649371066,incomplete,start_task
2022-04-07T22:38:46Z,2022-04-07T22:38:46Z,junxingg,T2N1,g,T,48,48,incomplete,start_task
2022-04-07T22:38:47Z,2022-04-07T22:38:47Z,junxingg,T2N1,g,T,49,49,incomplete,"find . -type f ! -name ""*.markdown"" -exec ls -l -d {} \;"
2022-04-07T22:39:09Z,2022-04-07T22:39:09Z,junxingg,T2N1,g,T,71,71,incomplete,"find . -type f ! -name ""*.markdown"" -exec ls -l -d {} \;"
2022-04-07T22:39:10Z,2022-04-07T22:39:10Z,junxingg,T2N1,g,T,72,72,incomplete,"find . -type f ! -name ""*.markdown"" -exec ls -l -d {} \;"
2022-04-07T22:39:46Z,2022-04-07T22:39:46Z,junxingg,T2N1,g,T,107,107,incomplete,"find . -type f ! -name ""*.markdown"" -exec ls -r {} \;"
2022-04-07T22:40:35Z,2022-04-07T22:40:35Z,junxingg,T2N1,g,T,156,156,incomplete,"find . ! -name ""*.md"" -exec ls -r {} \;"
2022-04-07T22:41:01Z,2022-04-07T22:41:01Z,junxingg,T2N1,g,T,183,183,success,"find . -type f ! -name ""*.md"" -exec ls {} \;"
2022-04-07T22:41:01Z,2022-04-07T22:41:01Z,junxingg,T2N1,h,T,0,183,incomplete,start_task
2022-04-07T22:41:45Z,2022-04-07T22:41:44Z,junxingg,T2N1,h,T,43,226,incomplete,find . -type f -name '*.md' -exec rm {} \;
2022-04-07T22:42:18Z,2022-04-07T22:42:18Z,junxingg,T2N1,h,T,77,260,incomplete,find . -type f -name '*.md' -exec rm -f {} \;
2022-04-07T22:43:03Z,2022-04-07T22:43:02Z,junxingg,T2N1,h,T,121,304,success,find . -type f -name '[0-9]*.md' -exec rm -f {} \;
2022-04-07T22:43:03Z,2022-04-07T22:43:03Z,junxingg,T2N1,i,T,0,304,incomplete,start_task
2022-04-07T22:43:53Z,2022-04-07T22:43:52Z,junxingg,T2N1,i,T,49,354,incomplete,diff -r ./content/labs/ ./content/lessons
2022-04-07T22:44:22Z,2022-04-07T22:44:22Z,junxingg,T2N1,i,T,79,384,incomplete,diff ./content/labs/ ./content/lessons
2022-04-07T22:44:47Z,2022-04-07T22:44:47Z,junxingg,T2N1,i,T,104,409,incomplete,diff -rq ./content/labs/ ./content/lessons
2022-04-07T22:45:03Z,2022-04-07T22:45:02Z,junxingg,T2N1,i,T,119,424,success,diff -rq ./content/labs/ ./content/lessons/
2022-04-07T22:45:03Z,2022-04-07T22:45:03Z,junxingg,T2N1,j,T,0,424,incomplete,start_task
2022-04-07T22:45:38Z,2022-04-07T22:45:38Z,junxingg,T2N1,j,T,35,460,incomplete,start_task
2022-04-07T22:45:38Z,2022-04-07T22:45:38Z,junxingg,T2N1,j,T,35,460,incomplete,find . -size  10k -exec ls -l {} \;
2022-04-07T22:45:58Z,2022-04-07T22:45:58Z,junxingg,T2N1,j,T,55,480,success,find . -size  10k -exec ls {} \;
2022-04-07T22:45:58Z,2022-04-07T22:45:58Z,junxingg,T2N1,k,T,0,480,incomplete,start_task
2022-04-07T22:47:38Z,2022-04-07T22:47:38Z,junxingg,T2N1,k,T,100,580,incomplete,man grep
2022-04-07T22:47:55Z,2022-04-07T22:47:55Z,junxingg,T2N1,k,T,117,597,incomplete,man grep
2022-04-07T22:48:26Z,2022-04-07T22:48:26Z,junxingg,T2N1,k,T,147,627,incomplete,"find . 'review' | xargs grep -i ""why"""
2022-04-07T22:48:43Z,2022-04-07T22:48:42Z,junxingg,T2N1,k,T,164,644,incomplete,"find . -type f -name 'review' | xargs grep -i ""why"""
2022-04-07T22:49:19Z,2022-04-07T22:49:19Z,junxingg,T2N1,k,T,201,681,incomplete,"find . -type f -name '*review*' | xargs grep -i ""why"""
2022-04-07T22:50:53Z,2022-04-07T22:50:53Z,junxingg,T2N1,k,T,295,775,incomplete,"find . -type f -name '*review*' -exec grep -l ""why"" {} \;"
2022-04-07T22:51:08Z,2022-04-07T22:51:08Z,junxingg,T2N1,k,T,310,790,incomplete,"find . -name '*review*' -exec grep -l ""why"" {} \;"
2022-04-07T22:51:22Z,2022-04-07T22:51:22Z,junxingg,T2N1,k,T,323,803,incomplete,"find . -type f -name '*review*' -exec grep -l ""why"" {} \;"
2022-04-07T22:51:37Z,2022-04-07T22:51:37Z,junxingg,T2N1,k,T,338,818,incomplete,"find . -type f -name '*review*' -exec grep -il ""why"" {} \;"
2022-04-07T22:52:04Z,2022-04-07T22:52:04Z,junxingg,T2N1,k,T,360,846,timeout,"find . -type f -name '*review*' -exec grep -i ""why"" {} \;"
2022-04-07T22:52:04Z,2022-04-07T22:52:04Z,junxingg,T2N1,l,T,0,846,incomplete,start_task
2022-04-07T22:53:12Z,2022-04-07T22:53:12Z,junxingg,T2N1,l,T,68,914,incomplete,start_task
2022-04-07T22:53:13Z,2022-04-07T22:53:13Z,junxingg,T2N1,l,T,68,914,incomplete,du -s -h *
2022-04-07T22:53:31Z,2022-04-07T22:53:31Z,junxingg,T2N1,l,T,87,933,incomplete,du -s -h content/
2022-04-07T22:53:57Z,2022-04-07T22:53:57Z,junxingg,T2N1,l,T,112,958,incomplete,du -s -h content/*
2022-04-07T22:54:26Z,2022-04-07T22:54:26Z,junxingg,T2N1,l,T,142,988,incomplete,du -s -h content/* | sort
2022-04-07T22:55:02Z,2022-04-07T22:55:02Z,junxingg,T2N1,l,T,178,1024,incomplete,du -s -h content/* | sort -n
2022-04-07T22:55:24Z,2022-04-07T22:55:24Z,junxingg,T2N1,l,T,199,1045,success,du -s -h content/* | sort -n -r
2022-04-07T22:55:44Z,2022-04-07T22:55:43Z,junxingg,T2N1,a,N,0,1045,incomplete,start_task
2022-04-07T22:56:29Z,2022-04-07T22:56:29Z,junxingg,T2N1,a,N,45,46,incomplete,find . -type f -empty -delete
2022-04-07T22:56:47Z,2022-04-07T22:56:46Z,junxingg,T2N1,a,N,63,63,success,find . -type d -empty -delete
2022-04-07T22:56:47Z,2022-04-07T22:56:47Z,junxingg,T2N1,b,N,0,63,incomplete,start_task
2022-04-07T22:58:15Z,2022-04-07T22:58:15Z,junxingg,T2N1,b,N,88,152,incomplete,com -23 ./content/review/review2.md ./content/review/review1.md
2022-04-07T22:58:26Z,2022-04-07T22:58:26Z,junxingg,T2N1,b,N,99,163,success,comm -23 ./content/review/review2.md ./content/review/review1.md
2022-04-07T22:58:26Z,2022-04-07T22:58:26Z,junxingg,T2N1,c,N,0,163,incomplete,start_task
2022-04-07T22:59:39Z,2022-04-07T22:59:39Z,junxingg,T2N1,c,N,72,235,incomplete,ls ./content/labs | wc -l
2022-04-07T23:00:03Z,2022-04-07T23:00:03Z,junxingg,T2N1,c,N,97,260,incomplete,find ./content/labs | wc -l
2022-04-07T23:00:20Z,2022-04-07T23:00:20Z,junxingg,T2N1,c,N,114,277,incomplete,find -type f./content/labs | wc -l
2022-04-07T23:00:34Z,2022-04-07T23:00:34Z,junxingg,T2N1,c,N,128,291,incomplete,find -type f ./content/labs | wc -l
2022-04-07T23:01:00Z,2022-04-07T23:01:00Z,junxingg,T2N1,c,N,154,317,incomplete,"find -type f ""./content/labs/"" | wc -l"
2022-04-07T23:01:55Z,2022-04-07T23:01:55Z,junxingg,T2N1,c,N,209,372,incomplete,man find
2022-04-07T23:02:04Z,2022-04-07T23:02:04Z,junxingg,T2N1,c,N,217,380,success,"find ""./content/labs/"" -type f | wc -l"
2022-04-07T23:02:04Z,2022-04-07T23:02:04Z,junxingg,T2N1,d,N,0,380,incomplete,start_task
2022-04-07T23:03:16Z,2022-04-07T23:03:15Z,junxingg,T2N1,d,N,71,452,incomplete,find . ! -name 'tips.md' -type f -exec rm -f {} \;
2022-04-07T23:03:50Z,2022-04-07T23:03:50Z,junxingg,T2N1,d,N,106,487,incomplete,find . ! -name 'tips.md' -type f -exec rm {} \;
2022-04-07T23:04:05Z,2022-04-07T23:04:05Z,junxingg,T2N1,d,N,121,502,incomplete,find ./content/ ! -name 'tips.md' -type f -exec rm {} \;
2022-04-07T23:04:30Z,2022-04-07T23:04:29Z,junxingg,T2N1,d,N,145,526,incomplete,find ./content/ -type f ! -name 'tips.md' -exec rm {} \;
2022-04-07T23:04:48Z,2022-04-07T23:04:48Z,junxingg,T2N1,d,N,164,545,incomplete,find ./content/ ! -name 'tips.md' -exec rm {} \;
2022-04-07T23:05:06Z,2022-04-07T23:05:06Z,junxingg,T2N1,d,N,182,563,incomplete,find ./content/ ! -name 'tips.md' -type f -exec rm {} \;
2022-04-07T23:07:37Z,2022-04-07T23:07:37Z,junxingg,T2N1,d,N,333,714,incomplete,ls ./content/ | grep -v tips.md | xargs rm
2022-04-07T23:08:07Z,2022-04-07T23:08:07Z,junxingg,T2N1,d,N,360,744,timeout,"ls ./content/ | grep -v ""*tips.md"" | xargs rm"
2022-04-07T23:08:08Z,2022-04-07T23:08:07Z,junxingg,T2N1,e,N,0,744,incomplete,start_task
2022-04-07T23:08:17Z,2022-04-07T23:08:17Z,junxingg,T2N1,e,N,10,754,incomplete,rm -r ./css/
2022-04-07T23:08:38Z,2022-04-07T23:08:38Z,junxingg,T2N1,e,N,31,775,incomplete,rm -r ./css/*
2022-04-07T23:08:52Z,2022-04-07T23:08:52Z,junxingg,T2N1,e,N,45,789,incomplete,rm ./css/*
2022-04-07T23:09:14Z,2022-04-07T23:09:14Z,junxingg,T2N1,e,N,67,811,incomplete,man rm
2022-04-07T23:09:27Z,2022-04-07T23:09:26Z,junxingg,T2N1,e,N,79,823,success,find ./css/ -type f | xargs rm
2022-04-07T23:09:27Z,2022-04-07T23:09:27Z,junxingg,T2N1,f,N,0,823,incomplete,start_task
2022-04-07T23:09:50Z,2022-04-07T23:09:50Z,junxingg,T2N1,f,N,23,847,incomplete,ls ./content/*/*/*
2022-04-07T23:09:59Z,2022-04-07T23:09:59Z,junxingg,T2N1,f,N,32,856,incomplete,ls ./content/*/*/*
2022-04-07T23:10:37Z,2022-04-07T23:10:37Z,junxingg,T2N1,f,N,70,894,incomplete,ls ./content/*/*
2022-04-07T23:10:50Z,2022-04-07T23:10:50Z,junxingg,T2N1,f,N,83,907,incomplete,ls -d ./content/*/*
2022-04-07T23:11:24Z,2022-04-07T23:11:24Z,junxingg,T2N1,f,N,117,941,incomplete,man ls
2022-04-07T23:11:25Z,2022-04-07T23:11:25Z,junxingg,T2N1,f,N,118,942,incomplete,ls
2022-04-07T23:11:28Z,2022-04-07T23:11:28Z,junxingg,T2N1,f,N,121,945,incomplete,ls -d
2022-04-07T23:11:35Z,2022-04-07T23:11:35Z,junxingg,T2N1,f,N,127,951,incomplete,ls -d *
2022-04-07T23:11:41Z,2022-04-07T23:11:41Z,junxingg,T2N1,f,N,133,957,incomplete,ls -d */
2022-04-07T23:11:51Z,2022-04-07T23:11:51Z,junxingg,T2N1,f,N,144,968,incomplete,ls -d ./content/
2022-04-07T23:12:00Z,2022-04-07T23:12:00Z,junxingg,T2N1,f,N,153,977,incomplete,find ./content/ -type d
2022-04-07T23:12:49Z,2022-04-07T23:12:48Z,junxingg,T2N1,f,N,201,1025,incomplete,man find
2022-04-07T23:13:00Z,2022-04-07T23:13:00Z,junxingg,T2N1,f,N,213,1037,incomplete,"find ./content/ -type d -printf ""%f\n"""
2022-04-07T23:15:12Z,2022-04-07T23:15:12Z,junxingg,T2N1,f,N,345,1169,incomplete,ls -d
2022-04-07T23:15:14Z,2022-04-07T23:15:13Z,junxingg,T2N1,f,N,346,1170,incomplete,ls
2022-04-07T23:15:17Z,2022-04-07T23:15:17Z,junxingg,T2N1,f,N,350,1174,incomplete,ls . -d
2022-04-07T23:16:06Z,2022-04-07T23:16:05Z,junxingg,T2N1,f,N,360,1222,timeout,ls . -d
2022-04-12T22:08:26Z,2022-04-12T22:08:25Z,wma5,N1T2,v,N,0,,incomplete,start_task
2022-04-12T22:08:26Z,2022-04-12T22:08:26Z,wma5,N1T2,v,N,1,1649801306,incomplete,start_task
2022-04-12T22:09:10Z,2022-04-12T22:09:10Z,wma5,N1T2,v,N,44,1649801349,incomplete,helpme rename
2022-04-12T22:09:23Z,2022-04-12T22:09:23Z,wma5,N1T2,v,N,58,1649801363,incomplete,helpme expected
2022-04-12T22:09:35Z,2022-04-12T22:09:35Z,wma5,N1T2,v,N,70,1649801375,incomplete,expected
2022-04-12T22:10:33Z,2022-04-12T22:10:33Z,wma5,N1T2,v,N,128,1649801433,incomplete,mv README.md README.txt
2022-04-12T22:11:49Z,2022-04-12T22:11:49Z,wma5,N1T2,v,N,203,1649801508,incomplete,rename README.md to README.txt
2022-04-12T22:12:21Z,2022-04-12T22:12:20Z,wma5,N1T2,v,N,235,1649801540,success,mv README.md README.txt
2022-04-12T22:12:21Z,2022-04-12T22:12:21Z,wma5,N1T2,w,N,0,1649801540,incomplete,start_task
2022-04-12T22:12:32Z,2022-04-12T22:12:32Z,wma5,N1T2,w,N,11,1649801552,incomplete,ls ./css/app.css.
2022-04-12T22:12:42Z,2022-04-12T22:12:41Z,wma5,N1T2,w,N,20,1649801561,incomplete,cat ./css/app.css.
2022-04-12T22:13:05Z,2022-04-12T22:13:04Z,wma5,N1T2,w,N,43,1649801584,incomplete,cat ./css/app.css.
2022-04-12T22:13:19Z,2022-04-12T22:13:18Z,wma5,N1T2,w,N,57,1649801598,success,cat ./css/app.css
2022-04-12T22:13:19Z,2022-04-12T22:13:19Z,wma5,N1T2,x,N,0,1649801598,incomplete,start_task
2022-04-12T22:13:57Z,2022-04-12T22:13:56Z,wma5,N1T2,x,N,37,1649801636,incomplete,rm *glyph*
2022-04-12T22:14:36Z,2022-04-12T22:14:36Z,wma5,N1T2,x,N,76,1649801675,success,find -type f -name '*glyph*' -delete
2022-04-12T22:14:48Z,2022-04-12T22:14:48Z,wma5,N1T2,a,N,0,1649801675,incomplete,start_task
2022-04-12T22:15:19Z,2022-04-12T22:15:19Z,wma5,N1T2,a,N,30,30,incomplete,find . -maxdepth 1 -type d -empty -print -delete -o -type f -empty -print -delete
2022-04-12T22:15:41Z,2022-04-12T22:15:40Z,wma5,N1T2,a,N,52,52,incomplete, find . -type d -empty -print -delete -o -type f -empty -print -delete
2022-04-12T22:16:28Z,2022-04-12T22:16:27Z,wma5,N1T2,a,N,99,99,incomplete,find . -type d -empty -print
2022-04-12T22:16:42Z,2022-04-12T22:16:42Z,wma5,N1T2,a,N,114,114,incomplete,helpme
2022-04-12T22:17:12Z,2022-04-12T22:17:11Z,wma5,N1T2,a,N,143,143,incomplete,man find
2022-04-12T22:17:32Z,2022-04-12T22:17:32Z,wma5,N1T2,a,N,164,164,success,find . -type d -empty -delete
2022-04-12T22:17:33Z,2022-04-12T22:17:33Z,wma5,N1T2,b,N,0,164,incomplete,start_task
2022-04-12T22:19:00Z,2022-04-12T22:19:00Z,wma5,N1T2,b,N,87,252,success,comm -23 ./content/review/review2.md ./content/review/review1.md
2022-04-12T22:19:00Z,2022-04-12T22:19:00Z,wma5,N1T2,c,N,0,252,incomplete,start_task
2022-04-12T22:19:33Z,2022-04-12T22:19:32Z,wma5,N1T2,c,N,32,284,incomplete,find . -type f -print | wc -l
2022-04-12T22:19:58Z,2022-04-12T22:19:58Z,wma5,N1T2,c,N,57,309,incomplete,find ./content/lab/ -type f -print | wc -l
2022-04-12T22:20:36Z,2022-04-12T22:20:36Z,wma5,N1T2,c,N,96,348,incomplete,find ./content/labs/ -type f | wc -1
2022-04-12T22:20:48Z,2022-04-12T22:20:48Z,wma5,N1T2,c,N,107,359,success,find ./content/labs/ -type f | wc -l
2022-04-12T22:20:48Z,2022-04-12T22:20:48Z,wma5,N1T2,d,N,0,359,incomplete,start_task
2022-04-12T22:22:09Z,2022-04-12T22:22:09Z,wma5,N1T2,d,N,80,440,incomplete,find ./content/ -type f -not name 'tips.md' -delete
2022-04-12T22:22:25Z,2022-04-12T22:22:23Z,wma5,N1T2,d,N,95,455,incomplete,find ./content/ -type f -not -name 'tips.md' -delete
2022-04-12T22:23:28Z,2022-04-12T22:23:28Z,wma5,N1T2,d,N,159,519,incomplete,find ./content/ -type f -not -name 'tips.md'-delete
2022-04-12T22:23:42Z,2022-04-12T22:23:41Z,wma5,N1T2,d,N,173,533,incomplete,find ./content/ -type f -not -name 'tips.md'-delete
2022-04-12T22:24:34Z,2022-04-12T22:24:34Z,wma5,N1T2,d,N,226,586,incomplete,find ./content/ -type f ! -name 'tips.md'-delete
2022-04-12T22:24:42Z,2022-04-12T22:24:42Z,wma5,N1T2,d,N,233,593,incomplete,next
2022-04-12T22:24:53Z,2022-04-12T22:24:53Z,wma5,N1T2,d,N,244,604,incomplete,find ./content/ -type f -not -name 'tips.md'-delete
2022-04-12T22:25:37Z,2022-04-12T22:25:37Z,wma5,N1T2,d,N,288,648,incomplete,find ./content/ -type f -not -name 'tips.md'-delete
2022-04-12T22:26:38Z,2022-04-12T22:26:38Z,wma5,N1T2,d,N,350,710,incomplete,find ./content/ \! -name 'tips.md' -delete
2022-04-12T22:27:03Z,2022-04-12T22:27:03Z,wma5,N1T2,d,N,360,735,timeout,find ./content/ -type f -not -name 'tips.md'-delete
2022-04-12T22:27:03Z,2022-04-12T22:27:03Z,wma5,N1T2,e,N,0,735,incomplete,start_task
2022-04-12T22:27:31Z,2022-04-12T22:27:31Z,wma5,N1T2,e,N,28,763,success,find ./css/ -type f -delete
2022-04-12T22:27:31Z,2022-04-12T22:27:31Z,wma5,N1T2,f,N,0,763,incomplete,start_task
2022-04-12T22:28:40Z,2022-04-12T22:28:39Z,wma5,N1T2,f,N,68,831,incomplete,find ./content/* -type d
2022-04-12T22:29:14Z,2022-04-12T22:29:14Z,wma5,N1T2,f,N,103,866,incomplete,man find
2022-04-12T22:30:43Z,2022-04-12T22:30:43Z,wma5,N1T2,f,N,191,954,incomplete,find ./content/ -type d
2022-04-12T22:31:17Z,2022-04-12T22:31:17Z,wma5,N1T2,f,N,226,989,incomplete,find ./content/ -type d | ls -d
2022-04-12T22:31:44Z,2022-04-12T22:31:44Z,wma5,N1T2,f,N,253,1016,incomplete,man ls
2022-04-12T22:31:50Z,2022-04-12T22:31:50Z,wma5,N1T2,f,N,259,1022,incomplete,ls ./content/
2022-04-12T22:31:57Z,2022-04-12T22:31:57Z,wma5,N1T2,f,N,266,1029,incomplete,ls ./content/*/
2022-04-12T22:32:33Z,2022-04-12T22:32:33Z,wma5,N1T2,f,N,302,1065,incomplete,ls -r
2022-04-12T22:32:53Z,2022-04-12T22:32:53Z,wma5,N1T2,f,N,322,1085,incomplete,ls -r ./content/
2022-04-12T22:32:58Z,2022-04-12T22:32:57Z,wma5,N1T2,f,N,326,1089,incomplete,ls -r ./content/*
2022-04-12T22:33:09Z,2022-04-12T22:33:09Z,wma5,N1T2,f,N,338,1101,incomplete,find ./content/ -type d | ls -d
2022-04-12T22:33:23Z,2022-04-12T22:33:23Z,wma5,N1T2,f,N,351,1115,incomplete,find ./content/* -type d
2022-04-12T22:34:06Z,2022-04-12T22:34:06Z,wma5,N1T2,f,N,360,1158,timeout,find ./content/* -type d | ls -r
2022-04-12T22:34:31Z,2022-04-12T22:34:31Z,wma5,N1T2,y,T,0,1158,incomplete,start_task
2022-04-12T22:35:11Z,2022-04-12T22:35:11Z,wma5,N1T2,y,T,40,1223,incomplete,copy a file to a new directory
2022-04-12T22:37:17Z,2022-04-12T22:37:17Z,wma5,N1T2,y,T,166,1349,incomplete,cp ./content/tips.md ./content/backup/
2022-04-12T22:40:29Z,2022-04-12T22:40:29Z,wma5,N1T2,y,T,358,1541,incomplete,mkdir ./content/backup/ | cp ./content/tips.md ./content/backup/
2022-04-12T22:40:47Z,2022-04-12T22:40:47Z,wma5,N1T2,y,T,376,1649803247,success,mkdir ./content/backup/ | cp ./content/tips.md ./content/backup/
2022-04-12T22:40:47Z,2022-04-12T22:40:47Z,wma5,N1T2,z,T,0,1649803247,incomplete,start_task
2022-04-12T22:41:09Z,2022-04-12T22:41:08Z,wma5,N1T2,z,T,21,1649803268,incomplete,cat ./content/syllabus.md
2022-04-12T22:41:10Z,2022-04-12T22:41:09Z,wma5,N1T2,z,T,22,1649803269,incomplete,cat [-benstuv] [file ...]
2022-04-12T22:41:11Z,2022-04-12T22:41:10Z,wma5,N1T2,z,T,23,1649803270,incomplete,cat [-benstuv] [file ...]
2022-04-12T22:42:00Z,2022-04-12T22:41:59Z,wma5,N1T2,z,T,72,1649803319,success,cat ./content/syllabus.md | wc -l
2022-04-12T22:42:03Z,2022-04-12T22:42:02Z,wma5,N1T2,g,T,0,1649803319,incomplete,start_task
2022-04-12T22:42:24Z,2022-04-12T22:42:24Z,wma5,N1T2,g,T,22,22,incomplete,"find . -name ""*.markdown"" -exec ls -l -d {} "
2022-04-12T22:42:59Z,2022-04-12T22:42:59Z,wma5,N1T2,g,T,57,57,incomplete,"find . ! -name ""non-markdown"" -exec ls -l {} "
2022-04-12T22:43:11Z,2022-04-12T22:43:11Z,wma5,N1T2,g,T,69,69,incomplete,"find . ! -name ""non-markdown"""
2022-04-12T22:43:58Z,2022-04-12T22:43:58Z,wma5,N1T2,g,T,116,116,incomplete,ls *.md
2022-04-12T22:44:09Z,2022-04-12T22:44:09Z,wma5,N1T2,g,T,126,126,incomplete,find . -name .md
2022-04-12T22:44:27Z,2022-04-12T22:44:26Z,wma5,N1T2,g,T,144,144,incomplete,find . -name -NOT .md
2022-04-12T22:44:39Z,2022-04-12T22:44:39Z,wma5,N1T2,g,T,157,157,incomplete,find . -not -name .md
2022-04-12T22:45:11Z,2022-04-12T22:45:11Z,wma5,N1T2,g,T,188,188,incomplete,find . -not -name .md
2022-04-12T22:45:14Z,2022-04-12T22:45:13Z,wma5,N1T2,g,T,191,191,incomplete,find . -not -name .md
2022-04-12T22:45:15Z,2022-04-12T22:45:15Z,wma5,N1T2,g,T,192,192,success,"find . -type f -not -name ""*.md"""
2022-04-12T22:45:15Z,2022-04-12T22:45:15Z,wma5,N1T2,h,T,0,192,incomplete,start_task
